           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
    1871.602128 [0001]  <idle>                              0.065      0.000      0.968 
    1871.602133 [0001]  kubelet[1863/1862]                  1.332      0.004      0.004 
    1871.637439 [0002]  <idle>                              0.000      0.000     65.459 
    1871.637537 [0002]  gnome-shell[1240]                   0.000      0.006      0.098 
    1871.661186 [0000]  <idle>                              0.014      0.000     60.062 
    1871.661193 [0000]  kubelet[1875/1862]                 60.062      0.005      0.006 
    1871.661921 [0001]  <idle>                              0.004      0.000     59.787 
    1871.661925 [0001]  kubelet[1863/1862]                 59.787      0.004      0.004 
    1871.662245 [0000]  <idle>                              0.006      0.000      1.051 
    1871.662256 [0001]  <idle>                              0.004      0.000      0.330 
    1871.662263 [0001]  kubelet[1877/1862]                 61.095      0.004      0.006 
    1871.662295 [0000]  kubelet[1875/1862]                  1.051      0.003      0.049 
    1871.664538 [0001]  <idle>                              0.006      0.000      2.275 
    1871.664542 [0001]  kubelet[1863/1862]                  2.612      0.003      0.004 
    1871.700316 [0001]  <idle>                              0.004      0.000     35.773 
    1871.700322 [0001]  kubelet[1877/1862]                 38.053      0.003      0.005 
    1871.701206 [0001]  <idle>                              0.005      0.000      0.884 
    1871.701210 [0001]  kubelet[1863/1862]                 36.663      0.003      0.004 
    1871.701374 [0001]  <idle>                              0.004      0.000      0.163 
    1871.701383 [0000]  <idle>                              0.049      0.000     39.088 
    1871.701390 [0000]  kubelet[1875/1862]                 39.088      0.005      0.006 
    1871.701407 [0001]  kubelet[1877/1862]                  1.051      0.003      0.033 
    1871.706384 [0001]  <idle>                              0.033      0.000      4.976 
    1871.706388 [0001]  kubelet[1863/1862]                  5.173      0.004      0.004 
    1871.722443 [0000]  <idle>                              0.006      0.000     21.053 
    1871.722449 [0000]  kubelet[1875/1862]                 21.053      0.003      0.006 
    1871.723010 [0001]  <idle>                              0.004      0.000     16.621 
    1871.723015 [0001]  kubelet[1863/1862]                 16.621      0.003      0.004 
    1871.723501 [0000]  <idle>                              0.006      0.000      1.051 
    1871.723510 [0001]  <idle>                              0.004      0.000      0.495 
    1871.723515 [0000]  kubelet[1875/1862]                  1.051      0.003      0.013 
    1871.723515 [0001]  kubelet[1877/1862]                 22.102      0.004      0.005 
    1871.733068 [0001]  <idle>                              0.005      0.000      9.552 
    1871.733072 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1871.737635 [0002]  <idle>                              0.098      0.000    100.097 
    1871.737667 [0002]  gnome-shell[1240]                 100.097      0.006      0.031 
    1871.753568 [0000]  <idle>                              0.013      0.000     30.053 
    1871.753574 [0000]  kubelet[1875/1862]                 30.053      0.003      0.006 
    1871.754126 [0001]  <idle>                              0.004      0.000     21.054 
    1871.754130 [0001]  kubelet[1863/1862]                 21.054      0.003      0.004 
    1871.754626 [0000]  <idle>                              0.006      0.000      1.051 
    1871.754635 [0001]  <idle>                              0.004      0.000      0.504 
    1871.754642 [0001]  kubelet[1877/1862]                 31.119      0.004      0.006 
    1871.754737 [0002]  <idle>                              0.031      0.000     17.069 
    1871.754753 [0002]  kubelet[1866/1862]                  0.000      0.008      0.016 
    1871.754774 [0002]  <idle>                              0.016      0.000      0.021 
    1871.754780 [0002]  kubelet[1866/1862]                  0.021      0.005      0.005 
    1871.754790 [0001]  <idle>                              0.006      0.000      0.148 
    1871.754796 [0000]  kubelet[1875/1862]                  1.051      0.003      0.170 
    1871.754820 [0000]  <idle>                              0.170      0.000      0.024 
    1871.754841 [0000]  containerd[1044/1006]               0.000      0.008      0.020 
    1871.754886 [0002]  <idle>                              0.005      0.000      0.105 
    1871.754907 [0000]  <idle>                              0.020      0.000      0.066 
    1871.754913 [0002]  containerd[1127/1006]               0.000      0.005      0.026 
    1871.754914 [0000]  containerd[1044/1006]               0.066      0.005      0.007 
    1871.754984 [0000]  <idle>                              0.007      0.000      0.069 
    1871.754998 [0000]  containerd[1044/1006]               0.069      0.003      0.013 
    1871.755018 [0003]  <idle>                              0.000      0.000    182.641 
    1871.755041 [0003]  containerd[1101/1006]               0.000      0.010      0.023 
    1871.755049 [0000]  containerd[1125/1006]               0.000      0.075      0.051 
    1871.755062 [0000]  <idle>                              0.064      0.000      0.013 
    1871.755068 [0000]  containerd[1044/1006]               0.064      0.004      0.005 
    1871.755108 [0000]  <idle>                              0.005      0.000      0.039 
    1871.755114 [0000]  containerd[1125/1006]               0.058      0.004      0.006 
    1871.755142 [0000]  <idle>                              0.006      0.000      0.027 
    1871.755147 [0000]  containerd[1044/1006]               0.073      0.006      0.005 
    1871.755157 [0000]  containerd[1125/1006]               0.032      0.008      0.010 
    1871.755175 [0001]  containerd[1118/1006]               0.000      0.004      0.384 
    1871.755180 [0002]  <idle>                              0.026      0.000      0.266 
    1871.755189 [0002]  containerd[1127/1006]               0.266      0.007      0.009 
    1871.755420 [0002]  <idle>                              0.009      0.000      0.231 
    1871.755429 [0000]  kubelet[1877/1862]                  0.514      0.337      0.272 
    1871.755446 [0000]  containerd[1044/1006]               0.282      0.213      0.016 
    1871.755455 [0001]  <idle>                              0.384      0.000      0.280 
    1871.755461 [0000]  kubelet[1875/1862]                  0.649      0.255      0.015 
    1871.755466 [0001]  containerd[1118/1006]               0.280      0.008      0.011 
    1871.755472 [0000]  kubelet[1877/1862]                  0.031      0.000      0.010 
    1871.755518 [0000]  <idle>                              0.330      0.000      0.046 
    1871.755519 [0001]  <idle>                              0.011      0.000      0.053 
    1871.755525 [0000]  containerd[1044/1006]               0.072      0.004      0.006 
    1871.755529 [0000]  <idle>                              0.006      0.000      0.004 
    1871.755544 [0000]  containerd[1125/1006]               0.372      0.006      0.014 
    1871.755545 [0001]  containerd[1118/1006]               0.053      0.003      0.025 
    1871.755571 [0000]  kubelet[1877/1862]                  0.071      0.008      0.027 
    1871.755583 [0000]  containerd[1125/1006]               0.027      0.019      0.012 
    1871.755591 [0000]  kubelet[1875/1862]                  0.122      0.016      0.008 
    1871.755600 [0000]  kubelet[1877/1862]                  0.020      0.000      0.008 
    1871.755607 [0000]  containerd[1044/1006]               0.075      0.007      0.006 
    1871.755622 [0000]  kubelet[1875/1862]                  0.015      0.011      0.015 
    1871.755646 [0000]  kubelet[1877/1862]                  0.021      0.000      0.023 
    1871.755646 [0001]  <idle>                              0.025      0.000      0.101 
    1871.755659 [0001]  containerd[1118/1006]               0.101      0.004      0.012 
    1871.755660 [0000]  containerd[1125/1006]               0.062      0.007      0.014 
    1871.755670 [0000]  kubelet[1875/1862]                  0.037      0.006      0.010 
    1871.755677 [0001]  kubelet[1866/1862]                  0.878      0.047      0.017 
    1871.755700 [0000]  containerd[1125/1006]               0.010      0.000      0.029 
    1871.755706 [0000]  containerd[1044/1006]               0.093      0.024      0.006 
    1871.755709 [0001]  <idle>                              0.030      0.000      0.032 
    1871.755709 [0002]  containerd[1127/1006]               0.231      0.005      0.288 
    1871.755717 [0001]  containerd[1118/1006]               0.050      0.005      0.008 
    1871.755722 [0002]  <idle>                              0.288      0.000      0.013 
    1871.755731 [0002]  containerd[1127/1006]               0.013      0.007      0.008 
    1871.755746 [0001]  <idle>                              0.008      0.000      0.028 
    1871.755790 [0002]  <idle>                              0.008      0.000      0.059 
    1871.755796 [0000]  kubelet[1875/1862]                  0.035      0.016      0.089 
    1871.755808 [0000]  containerd[1044/1006]               0.089      0.021      0.012 
    1871.755816 [0000]  kubelet[1877/1862]                  0.162      0.055      0.008 
    1871.755824 [0002]  containerd[1127/1006]               0.059      0.004      0.034 
    1871.755828 [0002]  <idle>                              0.034      0.000      0.003 
    1871.755835 [0002]  containerd[1127/1006]               0.003      0.000      0.007 
    1871.755840 [0000]  kubelet[1875/1862]                  0.020      0.000      0.023 
    1871.755880 [0000]  <idle>                              0.310      0.000      0.040 
    1871.755890 [0000]  containerd[1044/1006]               0.072      0.004      0.009 
    1871.755940 [0001]  kubelet[1866/1862]                  0.069      0.004      0.194 
    1871.755957 [0002]  <idle>                              0.007      0.000      0.121 
    1871.755960 [0000]  <idle>                              0.009      0.000      0.069 
    1871.755963 [0001]  containerd[1118/1006]               0.222      0.136      0.022 
    1871.755965 [0000]  containerd[1044/1006]               0.069      0.004      0.005 
    1871.755967 [0002]  containerd[1127/1006]               0.121      0.004      0.010 
    1871.761888 [0000]  <idle>                              0.005      0.000      5.922 
    1871.761896 [0000]  kubelet[1875/1862]                  6.048      0.004      0.008 
    1871.762948 [0000]  <idle>                              0.008      0.000      1.052 
    1871.762962 [0001]  <idle>                              0.216      0.000      6.999 
    1871.762975 [0001]  kubelet[1866/1862]                  7.021      0.007      0.013 
    1871.762996 [0000]  kubelet[1875/1862]                  1.052      0.004      0.047 
    1871.764186 [0001]  <idle>                              0.013      0.000      1.210 
    1871.764192 [0001]  kubelet[1863/1862]                 10.055      0.005      0.006 
    1871.801027 [0001]  <idle>                              0.006      0.000     36.834 
    1871.801033 [0001]  kubelet[1866/1862]                 38.051      0.003      0.006 
    1871.801457 [0001]  <idle>                              0.006      0.000      0.423 
    1871.801462 [0001]  kubelet[1863/1862]                 37.265      0.003      0.004 
    1871.802085 [0001]  <idle>                              0.004      0.000      0.623 
    1871.802097 [0000]  <idle>                              0.047      0.000     39.100 
    1871.802103 [0000]  kubelet[1875/1862]                 39.100      0.005      0.006 
    1871.802128 [0001]  kubelet[1866/1862]                  1.051      0.003      0.043 
    1871.811516 [0001]  <idle>                              0.043      0.000      9.387 
    1871.811521 [0001]  kubelet[1863/1862]                 10.053      0.004      0.004 
    1871.819157 [0000]  <idle>                              0.006      0.000     17.053 
    1871.819163 [0000]  kubelet[1875/1862]                 17.053      0.003      0.006 
    1871.819952 [0001]  <idle>                              0.004      0.000      8.431 
    1871.819956 [0001]  kubelet[1863/1862]                  8.431      0.003      0.004 
    1871.820215 [0000]  <idle>                              0.006      0.000      1.051 
    1871.820225 [0001]  <idle>                              0.004      0.000      0.269 
    1871.820232 [0001]  kubelet[1866/1862]                 18.096      0.004      0.006 
    1871.820243 [0000]  kubelet[1875/1862]                  1.051      0.003      0.027 
    1871.830009 [0001]  <idle>                              0.006      0.000      9.777 
    1871.830014 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1871.837767 [0002]  <idle>                              0.010      0.000     81.799 
    1871.837841 [0002]  gnome-shell[1240]                 100.099      0.005      0.073 
    1871.862285 [0001]  <idle>                              0.004      0.000     32.271 
    1871.862291 [0001]  kubelet[1866/1862]                 42.053      0.003      0.005 
    1871.863044 [0001]  <idle>                              0.005      0.000      0.753 
    1871.863048 [0001]  kubelet[1863/1862]                 33.030      0.003      0.004 
    1871.863343 [0001]  <idle>                              0.004      0.000      0.294 
    1871.863352 [0000]  <idle>                              0.027      0.000     43.109 
    1871.863359 [0000]  kubelet[1875/1862]                 43.109      0.005      0.006 
    1871.863377 [0001]  kubelet[1866/1862]                  1.051      0.003      0.034 
    1871.873102 [0001]  <idle>                              0.034      0.000      9.724 
    1871.873107 [0001]  kubelet[1863/1862]                 10.053      0.004      0.004 
    1871.901412 [0000]  <idle>                              0.006      0.000     38.053 
    1871.901418 [0000]  kubelet[1875/1862]                 38.053      0.004      0.006 
    1871.902177 [0001]  <idle>                              0.004      0.000     29.070 
    1871.902181 [0001]  kubelet[1863/1862]                 29.070      0.003      0.004 
    1871.902471 [0000]  <idle>                              0.006      0.000      1.052 
    1871.902479 [0001]  <idle>                              0.004      0.000      0.297 
    1871.902486 [0001]  kubelet[1866/1862]                 39.101      0.004      0.006 
    1871.902502 [0000]  kubelet[1875/1862]                  1.052      0.003      0.031 
    1871.912235 [0001]  <idle>                              0.006      0.000      9.748 
    1871.912239 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1871.937939 [0002]  <idle>                              0.073      0.000    100.098 
    1871.937968 [0002]  gnome-shell[1240]                 100.098      0.006      0.028 
    1871.960699 [0000]  <idle>                              0.031      0.000     58.196 
    1871.960705 [0000]  kcompactd0[47]                      0.000      0.012      0.006 
    1871.960722 [0000]  kworker/0:1-eve[10]                 0.000      0.015      0.016 
    1871.962548 [0001]  <idle>                              0.004      0.000     50.309 
    1871.962555 [0001]  kubelet[1866/1862]                 60.062      0.003      0.006 
    1871.963426 [0001]  <idle>                              0.006      0.000      0.871 
    1871.963430 [0001]  kubelet[1863/1862]                 51.187      0.003      0.004 
    1871.963606 [0001]  <idle>                              0.004      0.000      0.175 
    1871.963615 [0000]  <idle>                              0.023      0.000      2.893 
    1871.963622 [0000]  kubelet[1875/1862]                 61.113      0.004      0.007 
    1871.963633 [0001]  kubelet[1866/1862]                  1.051      0.003      0.027 
    1871.973484 [0001]  <idle>                              0.027      0.000      9.850 
    1871.973488 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1872.001675 [0000]  <idle>                              0.007      0.000     38.052 
    1872.001681 [0000]  kubelet[1875/1862]                 38.052      0.003      0.006 
    1872.002552 [0001]  <idle>                              0.004      0.000     29.063 
    1872.002556 [0001]  kubelet[1863/1862]                 29.063      0.003      0.004 
    1872.002733 [0000]  <idle>                              0.006      0.000      1.051 
    1872.002742 [0001]  <idle>                              0.004      0.000      0.185 
    1872.002748 [0001]  kubelet[1866/1862]                 39.108      0.004      0.006 
    1872.002763 [0000]  kubelet[1875/1862]                  1.051      0.003      0.030 
    1872.012610 [0001]  <idle>                              0.006      0.000      9.861 
    1872.012614 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1872.038068 [0002]  <idle>                              0.028      0.000    100.100 
    1872.038094 [0002]  gnome-shell[1240]                 100.100      0.006      0.025 
    1872.062811 [0001]  <idle>                              0.004      0.000     50.197 
    1872.062817 [0001]  kubelet[1866/1862]                 60.062      0.003      0.005 
    1872.063683 [0001]  <idle>                              0.005      0.000      0.866 
    1872.063687 [0001]  kubelet[1863/1862]                 51.069      0.003      0.003 
    1872.063869 [0001]  <idle>                              0.003      0.000      0.181 
    1872.063878 [0000]  <idle>                              0.030      0.000     61.114 
    1872.063884 [0000]  kubelet[1875/1862]                 61.114      0.005      0.006 
    1872.063896 [0001]  kubelet[1866/1862]                  1.051      0.003      0.027 
    1872.073740 [0001]  <idle>                              0.027      0.000      9.844 
    1872.073745 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1872.101937 [0000]  <idle>                              0.006      0.000     38.053 
    1872.101943 [0000]  kubelet[1875/1862]                 38.053      0.003      0.006 
    1872.102813 [0001]  <idle>                              0.004      0.000     29.068 
    1872.102817 [0001]  kubelet[1863/1862]                 29.068      0.003      0.004 
    1872.102995 [0000]  <idle>                              0.006      0.000      1.051 
    1872.103003 [0001]  <idle>                              0.004      0.000      0.186 
    1872.103010 [0001]  kubelet[1866/1862]                 39.107      0.004      0.006 
    1872.103022 [0000]  kubelet[1875/1862]                  1.051      0.003      0.026 
    1872.107062 [0001]  <idle>                              0.006      0.000      4.052 
    1872.107068 [0001]  kubelet[1866/1862]                  4.052      0.003      0.006 
    1872.108120 [0001]  <idle>                              0.006      0.000      1.052 
    1872.108131 [0000]  <idle>                              0.026      0.000      5.109 
    1872.108138 [0000]  kubelet[1875/1862]                  5.109      0.004      0.006 
    1872.108478 [0000]  <idle>                              0.006      0.000      0.340 
    1872.108485 [0000]  kubelet[1875/1862]                  0.340      0.004      0.007 
    1872.108571 [0000]  <idle>                              0.007      0.000      0.086 
    1872.108578 [0000]  kubelet[1875/1862]                  0.086      0.004      0.007 
    1872.108967 [0001]  kubelet[1866/1862]                  1.052      0.003      0.846 
    1872.108977 [0001]  kworker/1:1-eve[8804]               0.000      0.273      0.010 
    1872.108985 [0001]  rcu_preempt[17]                   524.284      0.273      0.008 
    1872.112871 [0001]  <idle>                              0.864      0.000      3.885 
    1872.112878 [0001]  kubelet[1863/1862]                 10.053      0.004      0.006 
    1872.116686 [0001]  <idle>                              0.006      0.000      3.808 
    1872.116692 [0001]  rcu_preempt[17]                     7.700      0.004      0.005 
    1872.138196 [0002]  <idle>                              0.025      0.000    100.101 
    1872.138225 [0002]  gnome-shell[1240]                 100.101      0.006      0.029 
    1872.152695 [0002]  <idle>                              0.029      0.000     14.470 
    1872.152714 [0002]  kworker/2:3-eve[617]                0.000      0.009      0.019 
    1872.152722 [0002]  kworker/2:1-mm_[8022]               0.000      0.005      0.007 
    1872.152811 [0002]  <idle>                              0.026      0.000      0.089 
    1872.152823 [0002]  kworker/2:3-eve[617]                0.096      0.003      0.012 
    1872.152925 [0002]  <idle>                              0.012      0.000      0.101 
    1872.152935 [0002]  kworker/2:3-eve[617]                0.101      0.003      0.009 
    1872.163637 [0000]  <idle>                              0.007      0.000     55.058 
    1872.163644 [0000]  kubelet[1875/1862]                 55.058      0.004      0.006 
    1872.163948 [0001]  <idle>                              0.005      0.000     47.256 
    1872.163953 [0001]  kubelet[1863/1862]                 51.069      0.004      0.005 
    1872.164696 [0000]  <idle>                              0.006      0.000      1.052 
    1872.164705 [0001]  <idle>                              0.005      0.000      0.751 
    1872.164713 [0001]  kubelet[1866/1862]                 55.737      0.004      0.007 
    1872.164727 [0000]  kubelet[1875/1862]                  1.052      0.003      0.031 
    1872.174006 [0001]  <idle>                              0.007      0.000      9.293 
    1872.174011 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1872.202764 [0001]  <idle>                              0.004      0.000     28.753 
    1872.202770 [0001]  kubelet[1866/1862]                 38.051      0.003      0.006 
    1872.203072 [0001]  <idle>                              0.006      0.000      0.301 
    1872.203076 [0001]  kubelet[1863/1862]                 29.061      0.003      0.003 
    1872.203822 [0001]  <idle>                              0.003      0.000      0.746 
    1872.203833 [0000]  <idle>                              0.031      0.000     39.105 
    1872.203839 [0000]  kubelet[1875/1862]                 39.105      0.005      0.006 
    1872.203857 [0001]  kubelet[1866/1862]                  1.051      0.003      0.034 
    1872.213129 [0001]  <idle>                              0.034      0.000      9.272 
    1872.213134 [0001]  kubelet[1863/1862]                 10.053      0.004      0.004 
    1872.216692 [0001]  <idle>                              0.004      0.000      3.558 
    1872.216700 [0001]  kworker/1:1-eve[8804]             107.715      0.009      0.008 
    1872.216924 [0001]  kworker/u10:3-e[86]                 0.000      0.014      0.223 
    1872.216982 [0002]  <idle>                              0.009      0.000     64.047 
    1872.217000 [0002]  snapd[926/773]                      0.000      0.005      0.017 
    1872.222894 [0000]  <idle>                              0.006      0.000     19.054 
    1872.222900 [0000]  kubelet[1875/1862]                 19.054      0.004      0.006 
    1872.223012 [0001]  <idle>                              0.232      0.000      6.087 
    1872.223018 [0001]  kubelet[1863/1862]                  9.878      0.004      0.006 
    1872.223952 [0000]  <idle>                              0.006      0.000      1.051 
    1872.223961 [0001]  <idle>                              0.006      0.000      0.942 
    1872.223965 [0000]  kubelet[1875/1862]                  1.051      0.003      0.013 
    1872.223967 [0001]  kubelet[1866/1862]                 20.104      0.004      0.006 
    1872.227051 [0002]  <idle>                              0.017      0.000     10.051 
    1872.227058 [0002]  snapd[926/773]                     10.051      0.005      0.006 
    1872.230361 [0000]  <idle>                              0.013      0.000      6.395 
    1872.230372 [0000]  containerd[1044/1006]             474.395      0.003      0.011 
    1872.230443 [0002]  <idle>                              0.006      0.000      3.385 
    1872.230444 [0000]  <idle>                              0.011      0.000      0.071 
    1872.230449 [0000]  containerd[1044/1006]               0.071      0.004      0.005 
    1872.230461 [0001]  <idle>                              0.006      0.000      6.493 
    1872.230478 [0001]  containerd[1118/1006]             474.497      0.005      0.017 
    1872.230479 [0002]  containerd[1127/1006]             474.475      0.003      0.036 
    1872.230520 [0000]  <idle>                              0.005      0.000      0.071 
    1872.230525 [0000]  containerd[1044/1006]               0.071      0.003      0.004 
    1872.233073 [0001]  <idle>                              0.017      0.000      2.594 
    1872.233080 [0001]  kubelet[1863/1862]                 10.054      0.005      0.006 
    1872.238324 [0002]  <idle>                              0.036      0.000      7.845 
    1872.238368 [0002]  gnome-shell[1240]                 100.099      0.006      0.043 
    1872.264018 [0000]  <idle>                              0.004      0.000     33.492 
    1872.264027 [0000]  kubelet[1875/1862]                 40.053      0.003      0.009 
    1872.264778 [0001]  <idle>                              0.006      0.000     31.698 
    1872.264783 [0001]  kubelet[1863/1862]                 31.698      0.004      0.004 
    1872.265079 [0000]  <idle>                              0.009      0.000      1.051 
    1872.265089 [0001]  <idle>                              0.004      0.000      0.306 
    1872.265097 [0001]  kubelet[1866/1862]                 41.121      0.004      0.007 
    1872.265118 [0000]  kubelet[1875/1862]                  1.051      0.004      0.039 
    1872.274836 [0001]  <idle>                              0.007      0.000      9.739 
    1872.274841 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1872.303149 [0001]  <idle>                              0.004      0.000     28.308 
    1872.303155 [0001]  kubelet[1866/1862]                 38.051      0.003      0.006 
    1872.303906 [0001]  <idle>                              0.006      0.000      0.751 
    1872.303910 [0001]  kubelet[1863/1862]                 29.065      0.003      0.004 
    1872.304207 [0001]  <idle>                              0.004      0.000      0.296 
    1872.304219 [0000]  <idle>                              0.039      0.000     39.100 
    1872.304225 [0000]  kubelet[1875/1862]                 39.100      0.005      0.006 
    1872.304246 [0001]  kubelet[1866/1862]                  1.051      0.003      0.039 
    1872.313964 [0001]  <idle>                              0.039      0.000      9.717 
    1872.313968 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    1872.317016 [0003]  <idle>                              0.023      0.000    561.974 
    1872.317045 [0003]  perf[13308/13306]                   0.000      0.008      0.029 
    1872.328575 [0001]  <idle>                              0.004      0.000     14.607 
    1872.328587 [0001]  containerd[1118/1006]              98.096      0.003      0.012 
    1872.328667 [0000]  <idle>                              0.006      0.000     24.441 
    1872.328675 [0000]  containerd[1044/1006]              98.141      0.003      0.007 
    1872.328747 [0000]  <idle>                              0.007      0.000      0.072 
    1872.328751 [0000]  containerd[1044/1006]               0.072      0.004      0.004 
    1872.328823 [0000]  <idle>                              0.004      0.000      0.071 
    1872.328827 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.328899 [0000]  <idle>                              0.003      0.000      0.071 
    1872.328903 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.328975 [0000]  <idle>                              0.003      0.000      0.072 
    1872.328979 [0000]  containerd[1044/1006]               0.072      0.003      0.004 
    1872.329051 [0000]  <idle>                              0.004      0.000      0.071 
    1872.329055 [0000]  containerd[1044/1006]               0.071      0.003      0.004 
    1872.329127 [0000]  <idle>                              0.004      0.000      0.071 
    1872.329131 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.329203 [0000]  <idle>                              0.003      0.000      0.071 
    1872.329206 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.329279 [0000]  <idle>                              0.003      0.000      0.072 
    1872.329282 [0000]  containerd[1044/1006]               0.072      0.003      0.003 
    1872.329354 [0000]  <idle>                              0.003      0.000      0.071 
    1872.329358 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.329430 [0000]  <idle>                              0.003      0.000      0.071 
    1872.329434 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.329506 [0000]  <idle>                              0.003      0.000      0.071 
    1872.329510 [0000]  containerd[1044/1006]               0.071      0.003      0.004 
    1872.329581 [0000]  <idle>                              0.004      0.000      0.071 
    1872.329585 [0000]  containerd[1044/1006]               0.071      0.003      0.003 
    1872.329639 [0001]  <idle>                              0.012      0.000      1.051 
    1872.329655 [0002]  <idle>                              0.043      0.000     91.286 
    1872.329657 [0000]  <idle>                              0.003      0.000      0.071 
    1872.329660 [0001]  containerd[1118/1006]               1.051      0.005      0.021 
    1872.329661 [0000]  containerd[1044/1006]               0.071      0.003      0.004 
    1872.329670 [0001]  <idle>                              0.021      0.000      0.009 
    1872.329673 [0002]  containerd[1127/1006]              99.175      0.007      0.017 
    1872.329680 [0001]  containerd[1118/1006]               0.009      0.005      0.010 
    1872.329733 [0000]  <idle>                              0.004      0.000      0.071 
    1872.329737 [0000]  containerd[1044/1006]               0.071      0.003      0.004 
    1872.338467 [0002]  <idle>                              0.017      0.000      8.794 
    1872.338498 [0002]  gnome-shell[1240]                 100.099      0.005      0.030 
    1872.364288 [0000]  <idle>                              0.004      0.000     34.550 
    1872.364296 [0000]  kubelet[1875/1862]                 60.063      0.003      0.007 
    1872.365168 [0001]  <idle>                              0.010      0.000     35.487 
    1872.365176 [0001]  kubelet[1863/1862]                 51.199      0.004      0.008 
    1872.365348 [0000]  <idle>                              0.007      0.000      1.051 
    1872.365359 [0001]  <idle>                              0.008      0.000      0.182 
    1872.365366 [0001]  kubelet[1866/1862]                 61.112      0.005      0.007 
    1872.365381 [0000]  kubelet[1875/1862]                  1.051      0.004      0.032 
    1872.375228 [0001]  <idle>                              0.007      0.000      9.861 
    1872.375233 [0001]  kubelet[1863/1862]                 10.051      0.003      0.004 
    1872.403418 [0001]  <idle>                              0.004      0.000     28.185 
    1872.403425 [0001]  kubelet[1866/1862]                 38.051      0.003      0.006 
    1872.404295 [0001]  <idle>                              0.006      0.000      0.870 
    1872.404299 [0001]  kubelet[1863/1862]                 29.062      0.003      0.003 
    1872.404477 [0001]  <idle>                              0.003      0.000      0.178 
    1872.404487 [0000]  <idle>                              0.032      0.000     39.106 
    1872.404494 [0000]  kubelet[1875/1862]                 39.106      0.005      0.006 
    1872.404515 [0001]  kubelet[1866/1862]                  1.052      0.003      0.038 
    1872.414352 [0001]  <idle>                              0.038      0.000      9.836 
    1872.414357 [0001]  kubelet[1863/1862]                 10.053      0.004      0.004 
    1872.438599 [0002]  <idle>                              0.030      0.000    100.100 
    1872.438628 [0002]  gnome-shell[1240]                 100.100      0.005      0.028 
    1872.464558 [0000]  <idle>                              0.006      0.000     60.063 
    1872.464564 [0000]  kubelet[1875/1862]                 60.063      0.004      0.006 
    1872.465431 [0001]  <idle>                              0.004      0.000     51.073 
    1872.465435 [0001]  kubelet[1863/1862]                 51.073      0.003      0.004 
