           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
    2034.540372 [0001]  kubelet[1866/1862]                  1.044      0.007      0.032 
    2034.540383 [0001]  kubelet[1868/1862]                 79.150      0.027      0.010 
    2034.540392 [0001]  kubelet[1866/1862]                  0.010      0.006      0.009 
    2034.540412 [0001]  <idle>                              0.057      0.000      0.019 
    2034.540416 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.549669 [0000]  <idle>                              0.100      0.000    100.098 
    2034.549699 [0000]  gnome-shell[1240]                 100.098      0.006      0.030 
    2034.560443 [0001]  <idle>                              0.004      0.000     20.026 
    2034.560449 [0001]  kubelet[1866/1862]                 20.050      0.003      0.005 
    2034.561258 [0001]  <idle>                              0.005      0.000      0.809 
    2034.561263 [0001]  kubelet[1863/1862]                 20.842      0.003      0.004 
    2034.561334 [0001]  <idle>                              0.004      0.000      0.071 
    2034.561338 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.561410 [0001]  <idle>                              0.003      0.000      0.071 
    2034.561414 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.561488 [0001]  <idle>                              0.003      0.000      0.074 
    2034.561492 [0001]  kubelet[1863/1862]                  0.074      0.005      0.003 
    2034.561500 [0001]  kubelet[1866/1862]                  1.043      0.007      0.007 
    2034.561506 [0001]  kubelet[1868/1862]                 21.117      0.003      0.005 
    2034.561530 [0001]  kubelet[1866/1862]                  0.005      0.000      0.024 
    2034.561566 [0001]  <idle>                              0.041      0.000      0.036 
    2034.561570 [0001]  kubelet[1863/1862]                  0.073      0.004      0.004 
    2034.639587 [0001]  <idle>                              0.004      0.000     78.017 
    2034.639593 [0001]  kubelet[1868/1862]                 78.081      0.003      0.006 
    2034.640421 [0001]  <idle>                              0.006      0.000      0.827 
    2034.640426 [0001]  kubelet[1863/1862]                 78.851      0.003      0.004 
    2034.640497 [0001]  <idle>                              0.004      0.000      0.071 
    2034.640501 [0001]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2034.640573 [0001]  <idle>                              0.004      0.000      0.071 
    2034.640577 [0001]  kubelet[1863/1862]                  0.071      0.002      0.004 
    2034.640647 [0001]  <idle>                              0.004      0.000      0.069 
    2034.640677 [0001]  kubelet[1868/1862]                  1.053      0.005      0.030 
    2034.640681 [0001]  kubelet[1863/1862]                  0.100      0.033      0.004 
    2034.640695 [0001]  kubelet[1866/1862]                 79.151      0.029      0.013 
    2034.640754 [0001]  <idle>                              0.047      0.000      0.059 
    2034.640759 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.649800 [0000]  <idle>                              0.030      0.000    100.100 
    2034.649825 [0000]  gnome-shell[1240]                 100.100      0.006      0.025 
    2034.660730 [0001]  <idle>                              0.004      0.000     19.971 
    2034.660736 [0001]  kubelet[1868/1862]                 20.052      0.003      0.005 
    2034.661577 [0001]  <idle>                              0.005      0.000      0.841 
    2034.661581 [0001]  kubelet[1863/1862]                 20.818      0.003      0.004 
    2034.661654 [0001]  <idle>                              0.004      0.000      0.072 
    2034.661657 [0001]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2034.661729 [0001]  <idle>                              0.003      0.000      0.071 
    2034.661733 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.661790 [0001]  <idle>                              0.003      0.000      0.056 
    2034.661822 [0001]  kubelet[1868/1862]                  1.053      0.005      0.032 
    2034.661826 [0001]  kubelet[1863/1862]                  0.088      0.035      0.004 
    2034.661837 [0001]  kubelet[1866/1862]                 21.131      0.031      0.011 
    2034.661846 [0001]  kubelet[1868/1862]                  0.015      0.006      0.009 
    2034.661899 [0001]  <idle>                              0.056      0.000      0.052 
    2034.661903 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.665897 [0001]  <idle>                              0.004      0.000      3.994 
    2034.665902 [0001]  kubelet[1868/1862]                  4.050      0.003      0.005 
    2034.666631 [0001]  <idle>                              0.005      0.000      0.728 
    2034.666635 [0001]  kubelet[1863/1862]                  4.727      0.003      0.004 
    2034.666707 [0001]  <idle>                              0.004      0.000      0.072 
    2034.666711 [0001]  kubelet[1863/1862]                  0.072      0.002      0.004 
    2034.666783 [0001]  <idle>                              0.004      0.000      0.071 
    2034.666787 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.666859 [0001]  <idle>                              0.003      0.000      0.072 
    2034.666863 [0001]  kubelet[1863/1862]                  0.072      0.002      0.003 
    2034.666937 [0001]  <idle>                              0.003      0.000      0.074 
    2034.666941 [0001]  kubelet[1863/1862]                  0.074      0.005      0.003 
    2034.666948 [0001]  kubelet[1868/1862]                  1.038      0.007      0.007 
    2034.666954 [0001]  kubelet[1866/1862]                  5.111      0.003      0.005 
    2034.666965 [0001]  kubelet[1868/1862]                  0.005      0.000      0.011 
    2034.667013 [0001]  <idle>                              0.028      0.000      0.047 
    2034.667017 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.723015 [0001]  <idle>                              0.004      0.000     55.997 
    2034.723031 [0001]  kubelet[1866/1862]                 56.061      0.005      0.015 
    2034.723035 [0001]  kubelet[1863/1862]                 56.013      0.019      0.004 
    2034.723041 [0001]  kubelet[1868/1862]                 56.069      0.013      0.006 
    2034.723107 [0001]  <idle>                              0.025      0.000      0.066 
    2034.723111 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.740083 [0001]  <idle>                              0.004      0.000     16.971 
    2034.740088 [0001]  kubelet[1866/1862]                 17.052      0.003      0.005 
    2034.740727 [0001]  <idle>                              0.005      0.000      0.638 
    2034.740731 [0001]  kubelet[1863/1862]                 17.616      0.003      0.004 
    2034.740803 [0001]  <idle>                              0.004      0.000      0.072 
    2034.740807 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.740879 [0001]  <idle>                              0.004      0.000      0.071 
    2034.740883 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.740955 [0001]  <idle>                              0.003      0.000      0.071 
    2034.740958 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.741030 [0001]  <idle>                              0.003      0.000      0.072 
    2034.741034 [0001]  kubelet[1863/1862]                  0.072      0.002      0.003 
    2034.741109 [0001]  <idle>                              0.003      0.000      0.074 
    2034.741112 [0001]  kubelet[1863/1862]                  0.074      0.005      0.003 
    2034.741141 [0001]  kubelet[1866/1862]                  1.023      0.006      0.028 
    2034.741148 [0001]  kubelet[1868/1862]                 18.100      0.024      0.006 
    2034.741185 [0001]  <idle>                              0.039      0.000      0.037 
    2034.741189 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.749926 [0000]  <idle>                              0.025      0.000    100.100 
    2034.749950 [0000]  gnome-shell[1240]                 100.100      0.005      0.023 
    2034.761193 [0001]  <idle>                              0.004      0.000     20.004 
    2034.761199 [0001]  kubelet[1866/1862]                 20.052      0.003      0.005 
    2034.761871 [0001]  <idle>                              0.005      0.000      0.672 
    2034.761876 [0001]  kubelet[1863/1862]                 20.682      0.003      0.004 
    2034.761947 [0001]  <idle>                              0.004      0.000      0.071 
    2034.761951 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.762023 [0001]  <idle>                              0.003      0.000      0.071 
    2034.762027 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.762099 [0001]  <idle>                              0.003      0.000      0.072 
    2034.762103 [0001]  kubelet[1863/1862]                  0.072      0.002      0.003 
    2034.762174 [0001]  <idle>                              0.003      0.000      0.071 
    2034.762178 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.762253 [0001]  <idle>                              0.003      0.000      0.074 
    2034.762256 [0001]  kubelet[1863/1862]                  0.074      0.005      0.003 
    2034.762285 [0001]  kubelet[1866/1862]                  1.057      0.006      0.028 
    2034.762292 [0001]  kubelet[1868/1862]                 21.137      0.024      0.006 
    2034.762329 [0001]  <idle>                              0.039      0.000      0.037 
    2034.762333 [0001]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.819344 [0001]  <idle>                              0.004      0.000     57.010 
    2034.819350 [0001]  kubelet[1866/1862]                 57.058      0.003      0.005 
    2034.819957 [0001]  <idle>                              0.005      0.000      0.607 
    2034.819961 [0001]  kubelet[1863/1862]                 57.623      0.003      0.004 
    2034.820033 [0001]  <idle>                              0.004      0.000      0.071 
    2034.820036 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.820108 [0001]  <idle>                              0.003      0.000      0.071 
    2034.820112 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.820184 [0001]  <idle>                              0.003      0.000      0.071 
    2034.820188 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.820260 [0001]  <idle>                              0.003      0.000      0.071 
    2034.820263 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.820335 [0001]  <idle>                              0.003      0.000      0.071 
    2034.820339 [0001]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2034.820404 [0001]  <idle>                              0.003      0.000      0.064 
    2034.820708 [0002]  <idle>                              0.004      0.000    432.006 
    2034.820729 [0002]  kubelet[1868/1862]                 58.416      0.297      0.020 
    2034.821952 [0001]  kubelet[1866/1862]                  1.054      0.005      1.548 
    2034.821962 [0001]  kworker/1:2-cgr[13974]              0.000      1.253      0.009 
    2034.822003 [0002]  <idle>                              0.020      0.000      1.274 
    2034.822021 [0002]  kubelet[1868/1862]                  1.274      0.007      0.018 
    2034.822034 [0002]  kubelet[1863/1862]                  1.682      1.620      0.012 
    2034.822051 [0002]  kubelet[1875/1862]                  0.000      0.148      0.016 
    2034.822068 [0002]  containerd[1044/1006]               0.000      0.065      0.017 
    2034.822083 [0002]  containerd[1127/1006]               0.000      0.016      0.014 
    2034.822105 [0002]  <idle>                              0.079      0.000      0.022 
    2034.822110 [0002]  containerd[1044/1006]               0.036      0.004      0.005 
    2034.822124 [0002]  kubelet[1863/1862]                  0.075      0.012      0.013 
    2034.822173 [0002]  containerd[1115/1006]               0.000      0.033      0.049 
    2034.822198 [0002]  kubelet[1868/1862]                  0.151      0.012      0.025 
    2034.822208 [0002]  containerd[1044/1006]               0.088      0.019      0.009 
    2034.822215 [0002]  kubelet[1863/1862]                  0.083      0.021      0.006 
    2034.822225 [0002]  containerd[1127/1006]               0.132      0.021      0.010 
    2034.822275 [0002]  kubelet[1868/1862]                  0.026      0.000      0.050 
    2034.822290 [0002]  containerd[1127/1006]               0.050      0.010      0.014 
    2034.822306 [0002]  kubelet[1875/1862]                  0.239      0.048      0.015 
    2034.822329 [0002]  containerd[1127/1006]               0.015      0.000      0.023 
    2034.822336 [0002]  kubelet[1863/1862]                  0.114      0.045      0.006 
    2034.822347 [0002]  kubelet[1868/1862]                  0.060      0.039      0.011 
    2034.822356 [0002]  containerd[1044/1006]               0.139      0.067      0.008 
    2034.822361 [0002]  <idle>                              0.251      0.000      0.004 
    2034.822368 [0001]  containerd[1126/1006]               0.000      0.020      0.406 
    2034.822371 [0002]  kubelet[1868/1862]                  0.013      0.008      0.010 
    2034.822379 [0002]  kubelet[1863/1862]                  0.035      0.004      0.007 
    2034.822388 [0002]  kubelet[1868/1862]                  0.007      0.000      0.008 
    2034.822388 [0001]  containerd[1100/1006]               0.000      0.236      0.019 
    2034.822395 [0002]  containerd[1127/1006]               0.058      0.006      0.006 
    2034.822401 [0002]  kubelet[1868/1862]                  0.006      0.000      0.006 
    2034.822404 [0001]  containerd[1126/1006]               0.019      0.008      0.016 
    2034.822408 [0002]  containerd[1044/1006]               0.045      0.018      0.006 
    2034.822414 [0002]  kubelet[1863/1862]                  0.028      0.010      0.005 
    2034.822424 [0001]  <idle>                              2.000      0.000      0.020 
    2034.822434 [0001]  containerd[1126/1006]               0.020      0.006      0.009 
    2034.822627 [0001]  <idle>                              0.009      0.000      0.193 
    2034.822632 [0002]  kubelet[1868/1862]                  0.012      0.000      0.218 
    2034.822647 [0002]  kubelet[1875/1862]                  0.326      0.192      0.014 
    2034.822661 [0002]  containerd[1044/1006]               0.239      0.015      0.014 
    2034.822668 [0002]  kubelet[1863/1862]                  0.247      0.178      0.006 
    2034.822676 [0002]  kubelet[1868/1862]                  0.035      0.032      0.008 
    2034.822688 [0002]  containerd[1127/1006]               0.281      0.029      0.011 
    2034.822737 [0002]  <idle>                              0.327      0.000      0.049 
    2034.822743 [0002]  containerd[1044/1006]               0.075      0.007      0.005 
    2034.822755 [0001]  containerd[1126/1006]               0.193      0.005      0.127 
    2034.822765 [0001]  containerd[1100/1006]               0.366      0.008      0.010 
    2034.822776 [0002]  containerd[1127/1006]               0.054      0.010      0.032 
    2034.822787 [0002]  kubelet[1868/1862]                  0.099      0.011      0.011 
    2034.822795 [0002]  kubelet[1863/1862]                  0.119      0.004      0.007 
    2034.822800 [0002]  kubelet[1868/1862]                  0.007      0.000      0.005 
    2034.822805 [0002]  kubelet[1863/1862]                  0.005      0.003      0.005 
    2034.822814 [0001]  containerd[1126/1006]               0.010      0.000      0.049 
    2034.822823 [0001]  containerd[1100/1006]               0.049      0.005      0.008 
    2034.822827 [0002]  kubelet[1868/1862]                  0.005      0.000      0.022 
    2034.822836 [0002]  containerd[1044/1006]               0.084      0.016      0.009 
    2034.822844 [0002]  kubelet[1875/1862]                  0.189      0.013      0.008 
    2034.822865 [0001]  containerd[1126/1006]               0.008      0.000      0.041 
    2034.822871 [0002]  kubelet[1868/1862]                  0.017      0.000      0.026 
    2034.822884 [0001]  containerd[1100/1006]               0.041      0.005      0.019 
    2034.822884 [0002]  <idle>                              0.134      0.000      0.013 
    2034.822892 [0002]  containerd[1044/1006]               0.048      0.003      0.007 
    2034.822900 [0002]  kubelet[1875/1862]                  0.047      0.013      0.008 
    2034.822905 [0002]  kubelet[1863/1862]                  0.095      0.024      0.004 
    2034.822915 [0002]  kubelet[1868/1862]                  0.033      0.000      0.009 
    2034.822918 [0002]  <idle>                              0.030      0.000      0.003 
    2034.822925 [0002]  containerd[1127/1006]               0.142      0.004      0.006 
    2034.822955 [0002]  <idle>                              0.006      0.000      0.029 
    2034.822957 [0001]  containerd[1126/1006]               0.019      0.000      0.073 
    2034.822968 [0002]  kubelet[1868/1862]                  0.040      0.005      0.013 
    2034.822974 [0002]  containerd[1044/1006]               0.075      0.007      0.006 
    2034.822981 [0002]  kubelet[1868/1862]                  0.006      0.000      0.007 
    2034.822988 [0002]  containerd[1127/1006]               0.055      0.018      0.006 
    2034.822995 [0002]  kubelet[1863/1862]                  0.083      0.010      0.007 
    2034.823000 [0002]  kubelet[1868/1862]                  0.013      0.000      0.005 
    2034.823005 [0002]  kubelet[1863/1862]                  0.005      0.003      0.004 
    2034.823015 [0001]  <idle>                              0.330      0.000      0.057 
    2034.823026 [0001]  containerd[1100/1006]               0.131      0.006      0.011 
    2034.823027 [0002]  kubelet[1868/1862]                  0.004      0.000      0.022 
    2034.823033 [0002]  kubelet[1875/1862]                  0.127      0.003      0.006 
    2034.823052 [0002]  kubelet[1868/1862]                  0.006      0.000      0.018 
    2034.823059 [0002]  containerd[1044/1006]               0.077      0.009      0.007 
    2034.823065 [0002]  kubelet[1863/1862]                  0.054      0.014      0.005 
    2034.823073 [0001]  <idle>                              0.011      0.000      0.046 
    2034.823078 [0002]  kubelet[1875/1862]                  0.031      0.017      0.012 
    2034.823111 [0001]  kubelet[1866/1862]                  1.120      0.004      0.038 
    2034.823137 [0002]  kubelet[1868/1862]                  0.025      0.000      0.059 
    2034.823151 [0002]  containerd[1044/1006]               0.077      0.017      0.013 
    2034.823157 [0002]  kubelet[1863/1862]                  0.085      0.017      0.005 
    2034.823157 [0001]  containerd[1100/1006]               0.084      0.016      0.045 
    2034.823162 [0002]  kubelet[1875/1862]                  0.078      0.027      0.005 
    2034.823175 [0002]  containerd[1127/1006]               0.174      0.026      0.013 
    2034.823184 [0001]  kubelet[1866/1862]                  0.045      0.032      0.026 
    2034.823199 [0001]  containerd[1100/1006]               0.026      0.017      0.015 
    2034.823227 [0002]  kubelet[1868/1862]                  0.038      0.000      0.051 
    2034.823232 [0002]  kubelet[1863/1862]                  0.070      0.004      0.005 
    2034.823241 [0002]  containerd[1044/1006]               0.081      0.013      0.008 
    2034.823307 [0002]  kubelet[1868/1862]                  0.014      0.000      0.065 
    2034.823312 [0002]  kubelet[1863/1862]                  0.074      0.005      0.004 
    2034.823387 [0002]  kubelet[1868/1862]                  0.004      0.000      0.074 
    2034.823392 [0002]  kubelet[1863/1862]                  0.074      0.005      0.004 
    2034.823405 [0002]  kubelet[1868/1862]                  0.004      0.000      0.013 
    2034.823465 [0002]  <idle>                              0.450      0.000      0.060 
    2034.823470 [0002]  kubelet[1863/1862]                  0.073      0.004      0.004 
    2034.840239 [0001]  <idle>                              0.126      0.000     17.040 
    2034.840249 [0001]  kubelet[1866/1862]                 17.055      0.005      0.009 
    2034.841192 [0002]  <idle>                              0.004      0.000     17.722 
    2034.841198 [0002]  kubelet[1863/1862]                 17.722      0.004      0.005 
    2034.841270 [0002]  <idle>                              0.005      0.000      0.072 
    2034.841274 [0002]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.841301 [0001]  <idle>                              0.009      0.000      1.052 
    2034.841314 [0002]  <idle>                              0.004      0.000      0.040 
    2034.841322 [0002]  kubelet[1868/1862]                 17.909      0.004      0.007 
    2034.841346 [0002]  <idle>                              0.007      0.000      0.024 
    2034.841360 [0002]  kubelet[1863/1862]                  0.072      0.003      0.014 
    2034.841366 [0002]  kubelet[1875/1862]                 18.198      0.009      0.006 
    2034.841373 [0002]  kubelet[1863/1862]                  0.006      0.000      0.006 
    2034.841377 [0001]  kubelet[1866/1862]                  1.052      0.004      0.075 
    2034.841444 [0002]  <idle>                              0.027      0.000      0.070 
    2034.841448 [0002]  kubelet[1863/1862]                  0.070      0.003      0.004 
    2034.850051 [0000]  <idle>                              0.023      0.000    100.101 
    2034.850088 [0000]  gnome-shell[1240]                 100.101      0.005      0.037 
    2034.861375 [0002]  <idle>                              0.004      0.000     19.926 
    2034.861381 [0002]  kubelet[1868/1862]                 20.052      0.003      0.006 
    2034.862335 [0002]  <idle>                              0.006      0.000      0.954 
    2034.862340 [0002]  kubelet[1863/1862]                 20.887      0.003      0.004 
    2034.862415 [0002]  <idle>                              0.004      0.000      0.074 
    2034.862419 [0002]  kubelet[1863/1862]                  0.074      0.006      0.004 
    2034.862432 [0001]  <idle>                              0.075      0.000     21.055 
    2034.862442 [0001]  kubelet[1866/1862]                 21.055      0.005      0.010 
    2034.862469 [0002]  kubelet[1868/1862]                  1.038      0.008      0.050 
    2034.862492 [0002]  <idle>                              0.054      0.000      0.022 
    2034.862496 [0002]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.940520 [0001]  <idle>                              0.010      0.000     78.078 
    2034.940527 [0001]  kubelet[1866/1862]                 78.078      0.004      0.006 
    2034.941426 [0002]  <idle>                              0.004      0.000     78.929 
    2034.941430 [0002]  kubelet[1863/1862]                 78.929      0.004      0.004 
    2034.941502 [0002]  <idle>                              0.004      0.000      0.072 
    2034.941506 [0002]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.941579 [0002]  <idle>                              0.004      0.000      0.072 
    2034.941579 [0001]  <idle>                              0.006      0.000      1.052 
    2034.941583 [0002]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.941587 [0002]  <idle>                              0.004      0.000      0.004 
    2034.941594 [0002]  kubelet[1868/1862]                 79.117      0.003      0.006 
    2034.941607 [0001]  kubelet[1866/1862]                  1.052      0.003      0.028 
    2034.941655 [0002]  <idle>                              0.006      0.000      0.061 
    2034.941659 [0002]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2034.950188 [0000]  <idle>                              0.037      0.000    100.100 
    2034.950214 [0000]  gnome-shell[1240]                 100.100      0.006      0.025 
    2034.961647 [0002]  <idle>                              0.004      0.000     19.987 
    2034.961653 [0002]  kubelet[1868/1862]                 20.052      0.003      0.006 
    2034.962518 [0002]  <idle>                              0.006      0.000      0.865 
    2034.962522 [0002]  kubelet[1863/1862]                 20.858      0.003      0.004 
    2034.962594 [0002]  <idle>                              0.004      0.000      0.071 
    2034.962598 [0002]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2034.962672 [0002]  <idle>                              0.004      0.000      0.074 
    2034.962677 [0002]  kubelet[1863/1862]                  0.074      0.005      0.004 
    2034.962686 [0001]  <idle>                              0.028      0.000     21.078 
    2034.962694 [0001]  kubelet[1866/1862]                 21.078      0.004      0.008 
    2034.962707 [0002]  kubelet[1868/1862]                  1.023      0.007      0.030 
    2034.962750 [0002]  <idle>                              0.034      0.000      0.042 
    2034.962754 [0002]  kubelet[1863/1862]                  0.073      0.003      0.004 
    2034.968700 [0002]  <idle>                              0.004      0.000      5.946 
    2034.968720 [0002]  kworker/2:3-eve[617]                0.000      0.008      0.019 
    2034.968728 [0002]  kworker/2:1-mm_[8022]               0.000      0.005      0.008 
    2034.968816 [0002]  <idle>                              0.027      0.000      0.088 
    2034.968829 [0002]  kworker/2:3-eve[617]                0.096      0.002      0.012 
    2034.968930 [0002]  <idle>                              0.012      0.000      0.101 
    2034.968940 [0002]  kworker/2:3-eve[617]                0.101      0.002      0.009 
    2034.989356 [0002]  <idle>                              0.009      0.000     20.416 
    2034.989364 [0001]  <idle>                              0.008      0.000     26.669 
    2034.989366 [0002]  containerd[1044/1006]             166.114      0.003      0.009 
    2034.989380 [0002]  <idle>                              0.009      0.000      0.014 
    2034.989390 [0002]  containerd[1127/1006]             166.204      0.006      0.009 
    2034.989393 [0001]  containerd[1100/1006]             166.165      0.004      0.028 
    2034.989436 [0002]  <idle>                              0.009      0.000      0.045 
    2034.989441 [0002]  containerd[1044/1006]               0.070      0.003      0.005 
    2035.000750 [0003]  <idle>                              0.000      0.000    623.963 
    2035.000788 [0003]  gmain[811/780]                      0.000      0.012      0.037 
    2035.000829 [0003]  gmain[907/859]                      0.000      0.043      0.041 
    2035.004703 [0003]  <idle>                              0.078      0.000      3.874 
    2035.004704 [0002]  <idle>                              0.005      0.000     15.263 
    2035.004711 [0002]  rcu_preempt[17]                   616.003      0.004      0.006 
    2035.004734 [0003]  kworker/3:1-eve[13530]              0.000      0.011      0.031 
    2035.012695 [0002]  <idle>                              0.006      0.000      7.984 
    2035.012700 [0002]  rcu_preempt[17]                     7.984      0.006      0.004 
    2035.032701 [0001]  <idle>                              0.028      0.000     43.308 
    2035.032711 [0001]  kworker/1:2-cgr[13974]            210.739      0.009      0.010 
    2035.040774 [0001]  <idle>                              0.010      0.000      8.062 
    2035.040785 [0001]  kubelet[1866/1862]                 78.079      0.004      0.010 
    2035.041657 [0002]  <idle>                              0.004      0.000     28.957 
    2035.041666 [0002]  kubelet[1863/1862]                 78.903      0.004      0.008 
    2035.041738 [0002]  <idle>                              0.008      0.000      0.072 
    2035.041743 [0002]  kubelet[1863/1862]                  0.072      0.005      0.004 
    2035.041815 [0002]  <idle>                              0.004      0.000      0.072 
    2035.041819 [0002]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2035.041836 [0001]  <idle>                              0.010      0.000      1.051 
    2035.041846 [0002]  <idle>                              0.004      0.000      0.026 
    2035.041853 [0002]  kubelet[1868/1862]                 79.138      0.004      0.007 
    2035.041869 [0001]  kubelet[1866/1862]                  1.051      0.004      0.032 
    2035.041891 [0002]  <idle>                              0.007      0.000      0.038 
    2035.041896 [0002]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2035.050315 [0000]  <idle>                              0.025      0.000    100.101 
    2035.050339 [0000]  gnome-shell[1240]                 100.101      0.006      0.024 
    2035.061906 [0002]  <idle>                              0.004      0.000     20.010 
    2035.061912 [0002]  kubelet[1868/1862]                 20.052      0.003      0.006 
    2035.062757 [0002]  <idle>                              0.006      0.000      0.844 
    2035.062761 [0002]  kubelet[1863/1862]                 20.860      0.003      0.004 
    2035.062833 [0002]  <idle>                              0.004      0.000      0.072 
    2035.062837 [0002]  kubelet[1863/1862]                  0.072      0.003      0.003 
