           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
    2146.240324 [0003]  <idle>                              0.004      0.000      6.782 
    2146.240330 [0003]  kubelet[1871/1862]                 16.052      0.003      0.005 
    2146.241070 [0003]  <idle>                              0.005      0.000      0.740 
    2146.241074 [0003]  kubelet[1863/1862]                  7.528      0.003      0.003 
    2146.241382 [0003]  <idle>                              0.003      0.000      0.308 
    2146.241394 [0002]  <idle>                              0.010      0.000     17.114 
    2146.241401 [0002]  kubelet[1877/1862]                 17.114      0.006      0.007 
    2146.241411 [0003]  kubelet[1871/1862]                  1.052      0.003      0.029 
    2146.247607 [0001]  <idle>                              0.026      0.000    100.099 
    2146.247633 [0001]  gnome-shell[1240]                 100.099      0.004      0.025 
    2146.251128 [0003]  <idle>                              0.029      0.000      9.716 
    2146.251132 [0003]  kubelet[1863/1862]                 10.054      0.003      0.004 
    2146.257455 [0002]  <idle>                              0.007      0.000     16.053 
    2146.257461 [0002]  kubelet[1877/1862]                 16.053      0.004      0.006 
    2146.258200 [0003]  <idle>                              0.004      0.000      7.067 
    2146.258205 [0003]  kubelet[1863/1862]                  7.067      0.003      0.004 
    2146.258513 [0002]  <idle>                              0.006      0.000      1.051 
    2146.258524 [0003]  <idle>                              0.004      0.000      0.319 
    2146.258530 [0003]  kubelet[1871/1862]                 17.112      0.004      0.006 
    2146.258553 [0002]  kubelet[1877/1862]                  1.051      0.003      0.040 
    2146.265163 [0003]  <idle>                              0.006      0.000      6.633 
    2146.265167 [0001]  <idle>                              0.025      0.000     17.534 
    2146.265179 [0003]  kworker/3:1-eve[13530]            323.988      0.007      0.015 
    2146.265182 [0001]  kworker/1:2-eve[13974]            479.990      0.011      0.014 
    2146.268258 [0003]  <idle>                              0.015      0.000      3.078 
    2146.268262 [0003]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2146.328605 [0002]  <idle>                              0.040      0.000     70.052 
    2146.328618 [0002]  containerd[1127/1006]             126.125      0.004      0.012 
    2146.329140 [0002]  <idle>                              0.012      0.000      0.522 
    2146.329146 [0002]  containerd[1044/1006]             126.680      0.004      0.005 
    2146.329218 [0002]  <idle>                              0.005      0.000      0.072 
    2146.329223 [0002]  containerd[1044/1006]               0.072      0.003      0.004 
    2146.329294 [0002]  <idle>                              0.004      0.000      0.071 
    2146.329299 [0002]  containerd[1044/1006]               0.071      0.003      0.004 
    2146.329370 [0002]  <idle>                              0.004      0.000      0.071 
    2146.329374 [0002]  containerd[1044/1006]               0.071      0.003      0.003 
    2146.329446 [0002]  <idle>                              0.003      0.000      0.072 
    2146.329450 [0002]  containerd[1044/1006]               0.072      0.002      0.003 
    2146.329522 [0002]  <idle>                              0.003      0.000      0.071 
    2146.329526 [0002]  containerd[1044/1006]               0.071      0.002      0.003 
    2146.329597 [0002]  <idle>                              0.003      0.000      0.071 
    2146.329601 [0002]  containerd[1044/1006]               0.071      0.002      0.004 
    2146.329670 [0002]  <idle>                              0.004      0.000      0.068 
    2146.329682 [0002]  containerd[1127/1006]               1.051      0.005      0.012 
    2146.329689 [0002]  containerd[1100/1006]             127.215      0.003      0.007 
    2146.329693 [0002]  containerd[1044/1006]               0.087      0.022      0.004 
    2146.329707 [0002]  containerd[1127/1006]               0.011      0.000      0.014 
    2146.329766 [0002]  <idle>                              0.037      0.000      0.058 
    2146.329770 [0002]  containerd[1044/1006]               0.072      0.003      0.004 
    2146.340616 [0003]  <idle>                              0.004      0.000     72.353 
    2146.340622 [0003]  kubelet[1871/1862]                 82.085      0.003      0.006 
    2146.341462 [0003]  <idle>                              0.006      0.000      0.839 
    2146.341466 [0003]  kubelet[1863/1862]                 73.199      0.003      0.004 
    2146.341674 [0003]  <idle>                              0.004      0.000      0.207 
    2146.341683 [0002]  <idle>                              0.004      0.000     11.912 
    2146.341693 [0002]  kubelet[1877/1862]                 83.129      0.005      0.010 
    2146.341703 [0003]  kubelet[1871/1862]                  1.051      0.003      0.029 
    2146.347732 [0001]  <idle>                              0.014      0.000     82.550 
    2146.347763 [0001]  gnome-shell[1240]                 100.099      0.004      0.031 
    2146.351519 [0003]  <idle>                              0.029      0.000      9.815 
    2146.351524 [0003]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2146.357746 [0002]  <idle>                              0.010      0.000     16.052 
    2146.357753 [0002]  kubelet[1877/1862]                 16.052      0.004      0.006 
    2146.358602 [0003]  <idle>                              0.004      0.000      7.078 
    2146.358606 [0003]  kubelet[1863/1862]                  7.078      0.003      0.004 
    2146.358805 [0002]  <idle>                              0.006      0.000      1.051 
    2146.358815 [0003]  <idle>                              0.004      0.000      0.208 
    2146.358821 [0003]  kubelet[1871/1862]                 17.111      0.004      0.006 
    2146.358841 [0002]  kubelet[1877/1862]                  1.051      0.003      0.035 
    2146.360873 [0003]  <idle>                              0.006      0.000      2.051 
    2146.360879 [0003]  kubelet[1871/1862]                  2.051      0.003      0.005 
    2146.361932 [0003]  <idle>                              0.005      0.000      1.053 
    2146.361942 [0002]  <idle>                              0.035      0.000      3.101 
    2146.361950 [0002]  kubelet[1877/1862]                  3.101      0.004      0.007 
    2146.362291 [0002]  <idle>                              0.007      0.000      0.341 
    2146.362299 [0002]  kubelet[1877/1862]                  0.341      0.004      0.008 
    2146.362340 [0003]  kubelet[1871/1862]                  1.053      0.003      0.408 
    2146.365165 [0000]  <idle>                              0.003      0.000    352.006 
    2146.365168 [0000]  rcu_preempt[17]                   352.006      0.004      0.003 
    2146.368660 [0003]  <idle>                              0.408      0.000      6.320 
    2146.368667 [0003]  kubelet[1863/1862]                 10.053      0.004      0.006 
    2146.373158 [0000]  <idle>                              0.003      0.000      7.989 
    2146.373161 [0000]  rcu_preempt[17]                     7.989      0.004      0.003 
    2146.438378 [0002]  <idle>                              0.008      0.000     76.079 
    2146.438385 [0002]  kubelet[1877/1862]                 76.079      0.003      0.006 
    2146.438621 [0003]  <idle>                              0.006      0.000     69.954 
    2146.438626 [0003]  kubelet[1863/1862]                 69.954      0.004      0.004 
    2146.439437 [0002]  <idle>                              0.006      0.000      1.051 
    2146.439447 [0003]  <idle>                              0.004      0.000      0.821 
    2146.439455 [0003]  kubelet[1871/1862]                 77.107      0.004      0.007 
    2146.439536 [0003]  <idle>                              0.007      0.000      0.081 
    2146.439544 [0003]  kubelet[1864/1862]               1001.988      0.004      0.008 
    2146.439595 [0002]  kubelet[1877/1862]                  1.051      0.003      0.158 
    2146.439598 [0003]  <idle>                              0.008      0.000      0.054 
    2146.439607 [0003]  kubelet[1864/1862]                  0.054      0.003      0.008 
    2146.439626 [0003]  <idle>                              0.008      0.000      0.018 
    2146.439644 [0003]  kubelet[1871/1862]                  0.170      0.004      0.018 
    2146.439660 [0003]  containerd[1044/1006]             109.873      0.032      0.016 
    2146.439730 [0003]  <idle>                              0.034      0.000      0.069 
    2146.439743 [0003]  containerd[1044/1006]               0.069      0.005      0.013 
    2146.439765 [0002]  containerd[1100/1006]             109.906      0.010      0.169 
    2146.439783 [0002]  containerd[1101/1006]            1001.428      0.009      0.017 
    2146.439792 [0003]  containerd[1127/1006]             110.035      0.061      0.048 
    2146.439810 [0002]  containerd[1100/1006]               0.017      0.000      0.027 
    2146.439813 [0003]  kubelet[1871/1862]                  0.148      0.006      0.021 
    2146.439818 [0002]  containerd[1101/1006]               0.027      0.005      0.007 
    2146.439827 [0003]  containerd[1127/1006]               0.021      0.000      0.014 
    2146.439833 [0003]  containerd[1044/1006]               0.084      0.020      0.006 
    2146.439876 [0002]  containerd[1100/1006]               0.007      0.000      0.058 
    2146.439880 [0003]  kubelet[1871/1862]                  0.020      0.000      0.047 
    2146.439897 [0003]  kubelet[1864/1862]                  0.273      0.031      0.017 
    2146.439898 [0002]  containerd[1101/1006]               0.058      0.005      0.021 
    2146.439911 [0003]  kubelet[1871/1862]                  0.017      0.014      0.013 
    2146.439923 [0003]  containerd[1044/1006]               0.077      0.009      0.011 
    2146.439981 [0003]  <idle>                              0.193      0.000      0.058 
    2146.439987 [0003]  containerd[1127/1006]               0.153      0.006      0.006 
    2146.439995 [0003]  <idle>                              0.006      0.000      0.007 
    2146.440000 [0003]  containerd[1044/1006]               0.072      0.005      0.004 
    2146.440022 [0002]  containerd[1100/1006]               0.021      0.000      0.124 
    2146.440033 [0002]  containerd[1047/1006]            1002.260      0.018      0.010 
    2146.440048 [0003]  containerd[1127/1006]               0.012      0.008      0.048 
    2146.440065 [0002]  <idle>                              0.596      0.000      0.031 
    2146.440075 [0002]  containerd[1101/1006]               0.166      0.006      0.010 
    2146.440088 [0003]  kubelet[1871/1862]                  0.137      0.011      0.039 
    2146.440096 [0003]  containerd[1044/1006]               0.088      0.019      0.007 
    2146.440104 [0003]  kubelet[1864/1862]                  0.198      0.012      0.008 
    2146.440161 [0003]  kubelet[1871/1862]                  0.015      0.000      0.057 
    2146.440170 [0002]  <idle>                              0.010      0.000      0.095 
    2146.440182 [0003]  kubelet[1864/1862]                  0.057      0.005      0.020 
    2146.440187 [0002]  kubelet[1877/1862]                  0.574      0.004      0.016 
    2146.440200 [0003]  kubelet[1871/1862]                  0.020      0.000      0.017 
    2146.440207 [0003]  containerd[1044/1006]               0.103      0.006      0.007 
    2146.440213 [0003]  kubelet[1871/1862]                  0.007      0.000      0.006 
    2146.440222 [0003]  containerd[1044/1006]               0.006      0.000      0.008 
    2146.440235 [0002]  containerd[1101/1006]               0.111      0.013      0.048 
    2146.440296 [0003]  kubelet[1871/1862]                  0.008      0.000      0.074 
    2146.440313 [0002]  <idle>                              0.064      0.000      0.078 
    2146.440315 [0003]  containerd[1127/1006]               0.247      0.088      0.018 
    2146.440321 [0003]  containerd[1044/1006]               0.093      0.024      0.006 
    2146.440326 [0002]  containerd[1101/1006]               0.078      0.006      0.013 
    2146.440335 [0002]  <idle>                              0.013      0.000      0.009 
    2146.440343 [0002]  containerd[1101/1006]               0.009      0.004      0.008 
    2146.440348 [0003]  kubelet[1864/1862]                  0.139      0.123      0.026 
    2146.440413 [0002]  <idle>                              0.008      0.000      0.069 
    2146.440424 [0002]  kubelet[1877/1862]                  0.226      0.004      0.010 
    2146.440449 [0002]  <idle>                              0.010      0.000      0.025 
    2146.440452 [0003]  kubelet[1871/1862]                  0.052      0.000      0.103 
    2146.440465 [0003]  <idle>                              0.456      0.000      0.012 
    2146.440473 [0003]  kubelet[1864/1862]                  0.116      0.005      0.008 
    2146.440488 [0003]  containerd[1044/1006]               0.151      0.017      0.014 
    2146.440508 [0003]  <idle>                              0.023      0.000      0.019 
    2146.440519 [0003]  containerd[1127/1006]               0.192      0.005      0.011 
    2146.440554 [0003]  <idle>                              0.011      0.000      0.034 
    2146.440567 [0003]  containerd[1044/1006]               0.065      0.003      0.013 
    2146.440600 [0003]  containerd[1047/1006]               0.534      0.041      0.032 
    2146.440614 [0003]  kubelet[1864/1862]                  0.126      0.010      0.014 
    2146.440626 [0003]  containerd[1127/1006]               0.094      0.005      0.012 
    2146.440657 [0003]  kubelet[1864/1862]                  0.012      0.000      0.030 
    2146.440666 [0003]  containerd[1044/1006]               0.089      0.028      0.008 
    2146.440686 [0003]  containerd[1127/1006]               0.039      0.014      0.020 
    2146.440706 [0003]  kubelet[1864/1862]                  0.029      0.000      0.019 
    2146.440716 [0003]  containerd[1100/1006]               0.683      0.132      0.010 
    2146.440741 [0003]  <idle>                              0.161      0.000      0.025 
    2146.440747 [0003]  containerd[1044/1006]               0.075      0.008      0.005 
    2146.440753 [0003]  containerd[1100/1006]               0.031      0.010      0.005 
    2146.440758 [0002]  containerd[1101/1006]               0.105      0.005      0.308 
    2146.440768 [0003]  kubelet[1864/1862]                  0.047      0.005      0.014 
    2146.440775 [0003]  containerd[1100/1006]               0.014      0.000      0.006 
    2146.440777 [0002]  kubelet[1877/1862]                  0.334      0.285      0.019 
    2146.440783 [0003]  containerd[1127/1006]               0.088      0.012      0.008 
    2146.441000 [0003]  kubelet[1864/1862]                  0.015      0.000      0.217 
    2146.441011 [0003]  containerd[1044/1006]               0.253      0.184      0.010 
    2146.441032 [0002]  <idle>                              0.327      0.000      0.254 
    2146.441049 [0002]  kubelet[1877/1862]                  0.254      0.007      0.017 
    2146.441059 [0002]  kubelet[1871/1862]                  0.597      0.247      0.010 
    2146.441061 [0003]  containerd[1127/1006]               0.228      0.018      0.049 
    2146.441067 [0003]  containerd[1044/1006]               0.049      0.043      0.006 
    2146.441080 [0003]  containerd[1100/1006]               0.292      0.032      0.012 
    2146.441085 [0002]  kubelet[1877/1862]                  0.010      0.008      0.025 
    2146.441089 [0003]  containerd[1127/1006]               0.018      0.013      0.009 
    2146.441106 [0003]  kubelet[1864/1862]                  0.089      0.000      0.017 
    2146.441141 [0003]  <idle>                              0.365      0.000      0.034 
    2146.441150 [0003]  containerd[1044/1006]               0.074      0.005      0.008 
    2146.442136 [0002]  <idle>                              0.052      0.000      1.051 
    2146.442149 [0003]  <idle>                              0.008      0.000      0.999 
    2146.442159 [0003]  kubelet[1864/1862]                  1.042      0.006      0.010 
    2146.442185 [0002]  kubelet[1877/1862]                  1.051      0.004      0.048 
    2146.447867 [0001]  <idle>                              0.031      0.000    100.104 
    2146.447902 [0001]  gnome-shell[1240]                 100.104      0.009      0.035 
    2146.448680 [0003]  <idle>                              0.010      0.000      6.521 
    2146.448686 [0003]  kubelet[1863/1862]                 10.053      0.004      0.005 
    2146.458211 [0003]  <idle>                              0.005      0.000      9.524 
    2146.458217 [0003]  kubelet[1864/1862]                 16.051      0.003      0.006 
    2146.458890 [0003]  <idle>                              0.006      0.000      0.672 
    2146.458895 [0003]  kubelet[1863/1862]                 10.203      0.003      0.005 
    2146.459269 [0003]  <idle>                              0.005      0.000      0.373 
    2146.459280 [0002]  <idle>                              0.048      0.000     17.095 
    2146.459287 [0002]  kubelet[1877/1862]                 17.095      0.005      0.006 
    2146.459312 [0003]  kubelet[1864/1862]                  1.051      0.003      0.042 
    2146.468949 [0003]  <idle>                              0.042      0.000      9.636 
    2146.468953 [0003]  kubelet[1863/1862]                 10.053      0.004      0.004 
    2146.521160 [0000]  <idle>                              0.003      0.000    147.998 
    2146.521230 [0000]  kworker/u9:0-fl[35]               547.993      0.004      0.070 
    2146.523926 [0000]  <idle>                              0.070      0.000      2.695 
    2146.523934 [0000]  kworker/0:1H-mm[5557]             755.012      0.004      0.008 
    2146.523940 [0000]  <idle>                              0.008      0.000      0.005 
    2146.523953 [0000]  kworker/0:1H-mm[5557]               0.005      0.002      0.013 
    2146.541373 [0002]  <idle>                              0.006      0.000     82.086 
    2146.541380 [0002]  kubelet[1877/1862]                 82.086      0.004      0.006 
    2146.542234 [0003]  <idle>                              0.004      0.000     73.280 
    2146.542238 [0003]  kubelet[1863/1862]                 73.280      0.003      0.004 
    2146.542432 [0002]  <idle>                              0.006      0.000      1.051 
    2146.542441 [0003]  <idle>                              0.004      0.000      0.202 
    2146.542447 [0003]  kubelet[1864/1862]                 83.129      0.004      0.006 
    2146.542459 [0002]  kubelet[1877/1862]                  1.051      0.003      0.027 
    2146.548002 [0001]  <idle>                              0.035      0.000    100.099 
    2146.548029 [0001]  gnome-shell[1240]                 100.099      0.006      0.027 
    2146.552292 [0003]  <idle>                              0.006      0.000      9.844 
    2146.552296 [0003]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2146.558500 [0003]  <idle>                              0.004      0.000      6.203 
    2146.558506 [0003]  kubelet[1864/1862]                 16.052      0.003      0.006 
    2146.559361 [0003]  <idle>                              0.006      0.000      0.855 
    2146.559365 [0003]  kubelet[1863/1862]                  7.064      0.003      0.004 
    2146.559558 [0003]  <idle>                              0.004      0.000      0.192 
    2146.559568 [0002]  <idle>                              0.027      0.000     17.108 
    2146.559574 [0002]  kubelet[1877/1862]                 17.108      0.005      0.006 
    2146.559590 [0003]  kubelet[1864/1862]                  1.051      0.003      0.032 
    2146.569419 [0003]  <idle>                              0.032      0.000      9.828 
    2146.569423 [0003]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2146.585165 [0002]  <idle>                              0.006      0.000     25.591 
    2146.585180 [0002]  kworker/2:3-eve[617]              663.994      0.007      0.014 
    2146.585281 [0002]  <idle>                              0.014      0.000      0.100 
    2146.585293 [0002]  kworker/2:3-eve[617]                0.100      0.003      0.011 
    2146.585395 [0002]  <idle>                              0.011      0.000      0.101 
    2146.585405 [0002]  kworker/2:3-eve[617]                0.101      0.002      0.009 
    2146.641659 [0002]  <idle>                              0.009      0.000     56.254 
    2146.641666 [0002]  kubelet[1877/1862]                 82.085      0.003      0.006 
    2146.642510 [0003]  <idle>                              0.004      0.000     73.086 
    2146.642514 [0003]  kubelet[1863/1862]                 73.086      0.003      0.004 
    2146.642718 [0002]  <idle>                              0.006      0.000      1.051 
    2146.642727 [0003]  <idle>                              0.004      0.000      0.212 
    2146.642733 [0003]  kubelet[1864/1862]                 83.136      0.004      0.006 
    2146.642746 [0002]  kubelet[1877/1862]                  1.051      0.003      0.028 
    2146.648128 [0001]  <idle>                              0.027      0.000    100.099 
    2146.648154 [0001]  gnome-shell[1240]                 100.099      0.006      0.025 
    2146.649165 [0001]  <idle>                              0.025      0.000      1.011 
    2146.649174 [0001]  kworker/1:2-eve[13974]            383.983      0.008      0.008 
    2146.652567 [0003]  <idle>                              0.006      0.000      9.833 
    2146.652571 [0003]  kubelet[1863/1862]                 10.052      0.003      0.004 
    2146.658785 [0003]  <idle>                              0.004      0.000      6.214 
    2146.658791 [0003]  kubelet[1864/1862]                 16.052      0.003      0.005 
    2146.659640 [0003]  <idle>                              0.005      0.000      0.848 
    2146.659644 [0003]  kubelet[1863/1862]                  7.068      0.003      0.003 
    2146.659843 [0003]  <idle>                              0.003      0.000      0.199 
    2146.659853 [0002]  <idle>                              0.028      0.000     17.106 
    2146.659860 [0002]  kubelet[1877/1862]                 17.106      0.004      0.007 
    2146.659871 [0003]  kubelet[1864/1862]                  1.052      0.003      0.027 
    2146.669697 [0003]  <idle>                              0.027      0.000      9.825 
    2146.669701 [0003]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2146.686340 [0003]  <idle>                              0.004      0.000     16.638 
    2146.686355 [0003]  containerd[1127/1006]             245.250      0.006      0.014 
    2146.686364 [0003]  containerd[1100/1006]             245.274      0.005      0.009 
    2146.686369 [0003]  containerd[1044/1006]             245.213      0.027      0.005 
    2146.686414 [0002]  <idle>                              0.007      0.000     26.553 
    2146.686512 [0002]  containerd[1101/1006]             245.655      0.005      0.097 
    2146.686521 [0002]  containerd[1047/1006]             245.912      0.088      0.009 
    2146.686559 [0002]  <idle>                              0.107      0.000      0.037 
    2146.686589 [0002]  containerd[1101/1006]               0.046      0.007      0.030 
    2146.686596 [0002]  containerd[1047/1006]               0.068      0.035      0.006 
    2146.686858 [0002]  <idle>                              0.037      0.000      0.262 
    2146.686865 [0003]  containerd[1127/1006]               0.014      0.000      0.496 
    2146.686867 [0002]  containerd[1047/1006]               0.262      0.005      0.008 
    2146.686873 [0003]  containerd[1044/1006]               0.496      0.426      0.008 
    2146.722927 [0002]  <idle>                              0.008      0.000     36.060 
    2146.722940 [0002]  kubelet[1877/1862]                 63.066      0.004      0.013 
    2146.723486 [0003]  <idle>                              0.533      0.000     36.613 
    2146.723496 [0003]  kubelet[1863/1862]                 53.784      0.005      0.010 
    2146.723992 [0002]  <idle>                              0.013      0.000      1.051 
    2146.724004 [0003]  <idle>                              0.010      0.000      0.507 
    2146.724008 [0002]  kubelet[1877/1862]                  1.051      0.005      0.016 
    2146.724018 [0002]  <idle>                              0.016      0.000      0.010 
    2146.724020 [0003]  kubelet[1864/1862]                 64.133      0.006      0.015 
    2146.724029 [0002]  kubelet[1877/1862]                  0.010      0.005      0.010 
    2146.725161 [0000]  <idle>                              0.013      0.000    201.207 
    2146.725164 [0000]  kworker/u9:0-fl[35]               203.930      0.005      0.003 
    2146.733549 [0003]  <idle>                              0.015      0.000      9.528 
    2146.733553 [0003]  kubelet[1863/1862]                 10.052      0.004      0.004 
    2146.741083 [0002]  <idle>                              0.010      0.000     17.053 
    2146.741093 [0003]  <idle>                              0.004      0.000      7.540 
    2146.741101 [0003]  kubelet[1864/1862]                 17.073      0.004      0.007 
    2146.741102 [0002]  kubelet[1877/1862]                 17.053      0.004      0.019 
    2146.741137 [0003]  <idle>                              0.007      0.000      0.036 
    2146.741141 [0003]  kubelet[1863/1862]                  7.583      0.003      0.004 
    2146.742153 [0003]  <idle>                              0.004      0.000      1.011 
    2146.742159 [0003]  kubelet[1864/1862]                  1.052      0.003      0.006 
    2146.743211 [0003]  <idle>                              0.006      0.000      1.052 
    2146.743222 [0002]  <idle>                              0.019      0.000      2.119 
    2146.743228 [0002]  kubelet[1877/1862]                  2.119      0.004      0.006 
    2146.743252 [0003]  kubelet[1864/1862]                  1.052      0.003      0.040 
    2146.748255 [0001]  <idle>                              0.008      0.000     99.080 
    2146.748291 [0001]  gnome-shell[1240]                 100.101      0.005      0.035 
    2146.751196 [0003]  <idle>                              0.040      0.000      7.943 
    2146.751200 [0003]  kubelet[1863/1862]                 10.054      0.004      0.004 
    2146.759282 [0002]  <idle>                              0.006      0.000     16.053 
    2146.759288 [0002]  kubelet[1877/1862]                 16.053      0.003      0.006 
    2146.759922 [0003]  <idle>                              0.004      0.000      8.721 
    2146.759927 [0003]  kubelet[1863/1862]                  8.721      0.003      0.004 
    2146.760340 [0002]  <idle>                              0.006      0.000      1.051 
    2146.760350 [0003]  <idle>                              0.004      0.000      0.422 
    2146.760356 [0003]  kubelet[1864/1862]                 17.097      0.004      0.006 
    2146.760382 [0002]  kubelet[1877/1862]                  1.051      0.003      0.041 
    2146.769980 [0003]  <idle>                              0.006      0.000      9.623 
    2146.769984 [0003]  kubelet[1863/1862]                 10.052      0.003      0.004 
    2146.770696 [0003]  <idle>                              0.004      0.000      0.711 
    2146.770712 [0003]  flanneld[2170/2158]               814.731      0.005      0.016 
    2146.771126 [0002]  <idle>                              0.041      0.000     10.743 
    2146.771156 [0003]  <idle>                              0.016      0.000      0.444 
    2146.771171 [0003]  flanneld[2172/2158]               822.832      0.007      0.015 
    2146.771242 [0003]  <idle>                              0.015      0.000      0.071 
    2146.771250 [0003]  flanneld[2172/2158]                 0.071      0.004      0.008 
    2146.771334 [0000]  <idle>                              0.003      0.000     46.169 
    2146.771334 [0002]  flanneld[2305/2158]               822.820      0.005      0.208 
    2146.771467 [0002]  <idle>                              0.208      0.000      0.133 
    2146.771525 [0002]  flanneld[2305/2158]                 0.133      0.008      0.057 
    2146.771585 [0002]  flanneld[2171/2158]               823.210      0.022      0.060 
    2146.771602 [0002]  flanneld[2339/2158]               823.302      0.049      0.016 
    2146.772881 [0003]  <idle>                              0.008      0.000      1.630 
    2146.772898 [0002]  <idle>                              0.134      0.000      1.295 
    2146.772901 [0000]  :15603[15603]                       0.000      0.000      1.566 
    2146.772922 [0003]  flanneld[2172/2158]                 1.630      0.008      0.041 
    2146.772985 [0003]  <idle>                              0.041      0.000      0.063 
    2146.772992 [0003]  flanneld[2172/2158]                 0.063      0.005      0.007 
    2146.773053 [0002]  flanneld[2305/2158]                 1.373      0.007      0.155 
    2146.773054 [0001]  <idle>                              0.035      0.000     24.762 
    2146.773174 [0000]  <idle>                              1.566      0.000      0.272 
    2146.773181 [0000]  rcu_preempt[17]                   400.012      0.006      0.006 
    2146.773186 [0002]  <idle>                              0.155      0.000      0.133 
    2146.773224 [0002]  flanneld[2305/2158]                 0.133      0.005      0.038 
    2146.773268 [0002]  flanneld[2339/2158]                 1.622      0.016      0.044 
    2146.773278 [0002]  flanneld[2171/2158]                 1.682      0.036      0.009 
    2146.774266 [0003]  <idle>                              0.007      0.000      1.274 
    2146.774280 [0002]  <idle>                              0.092      0.000      1.001 
    2146.774282 [0001]  :15604[15604]                       0.000      0.000      1.228 
    2146.774291 [0003]  flanneld[2172/2158]                 1.274      0.008      0.024 
    2146.774347 [0003]  <idle>                              0.024      0.000      0.056 
    2146.774354 [0003]  flanneld[2172/2158]                 0.056      0.004      0.006 
    2146.774406 [0000]  <idle>                              0.006      0.000      1.225 
    2146.774407 [0002]  flanneld[2305/2158]                 1.055      0.006      0.127 
    2146.774504 [0002]  <idle>                              0.127      0.000      0.097 
    2146.774537 [0002]  flanneld[2305/2158]                 0.097      0.005      0.032 
    2146.774549 [0002]  flanneld[2171/2158]                 1.258      0.015      0.012 
    2146.774557 [0002]  flanneld[2339/2158]                 1.280      0.005      0.007 
    2146.774589 [0002]  flanneld[2171/2158]                 0.007      0.000      0.032 
    2146.775706 [0003]  <idle>                              0.006      0.000      1.351 
    2146.775719 [0002]  <idle>                              0.085      0.000      1.129 
    2146.775723 [0000]  :15605[15605]                       0.000      0.000      1.316 
    2146.775728 [0003]  flanneld[2172/2158]                 1.351      0.007      0.022 
    2146.775789 [0003]  <idle>                              0.022      0.000      0.060 
    2146.775795 [0003]  flanneld[2172/2158]                 0.060      0.004      0.006 
    2146.775846 [0003]  <idle>                              0.006      0.000      0.050 
    2146.775847 [0002]  flanneld[2305/2158]                 1.182      0.007      0.128 
    2146.775949 [0002]  <idle>                              0.128      0.000      0.101 
    2146.775983 [0002]  flanneld[2305/2158]                 0.101      0.006      0.033 
    2146.775994 [0002]  flanneld[2171/2158]                 1.393      0.015      0.011 
    2146.776004 [0002]  flanneld[2339/2158]                 1.437      0.005      0.010 
    2146.776033 [0002]  flanneld[2171/2158]                 0.010      0.000      0.028 
    2146.777155 [0003]  :15606[15606]                       0.000      0.000      1.308 
    2146.777170 [0002]  <idle>                              0.084      0.000      1.136 
    2146.777215 [0002]  flanneld[2305/2158]                 1.187      0.023      0.045 
    2146.777223 [0002]  <idle>                              0.045      0.000      0.007 
    2146.777231 [0002]  flanneld[2171/2158]                 1.190      0.005      0.007 
    2146.777284 [0002]  <idle>                              0.007      0.000      0.053 
    2146.777292 [0002]  flanneld[2305/2158]                 0.068      0.003      0.007 
    2146.777350 [0002]  <idle>                              0.007      0.000      0.058 
    2146.777353 [0003]  flanneld[2172/2158]                 1.359      0.027      0.198 
    2146.777449 [0003]  <idle>                              1.506      0.000      0.096 
    2146.777491 [0003]  flanneld[2172/2158]                 0.096      0.007      0.041 
    2146.778706 [0003]  <idle>                              0.041      0.000      1.215 
    2146.778709 [0002]  :15607[15607]                       0.000      0.000      1.358 
    2146.778767 [0003]  flanneld[2172/2158]                 1.215      0.005      0.060 
    2146.778782 [0003]  flanneld[2305/2158]                 1.475      0.086      0.014 
    2146.778793 [0003]  flanneld[2339/2158]                 2.777      0.053      0.010 
    2146.778832 [0003]  <idle>                              0.086      0.000      0.039 
    2146.778843 [0003]  flanneld[2305/2158]                 0.049      0.004      0.011 
    2146.778883 [0003]  <idle>                              0.011      0.000      0.040 
    2146.778886 [0002]  flanneld[2171/2158]                 1.478      1.239      0.177 
    2146.778980 [0002]  <idle>                              1.536      0.000      0.093 
    2146.779018 [0002]  flanneld[2171/2158]                 0.093      0.007      0.037 
    2146.780189 [0002]  <idle>                              0.037      0.000      1.171 
    2146.780190 [0003]  :15608[15608]                       0.000      0.000      1.306 
    2146.780235 [0002]  flanneld[2171/2158]                 1.171      0.006      0.045 
    2146.780257 [0002]  flanneld[2305/2158]                 1.392      0.070      0.021 
    2146.780265 [0002]  flanneld[2172/2158]                 1.489      0.048      0.008 
    2146.780308 [0002]  <idle>                              0.076      0.000      0.042 
    2146.780315 [0002]  flanneld[2305/2158]                 0.050      0.005      0.007 
    2146.780364 [0002]  <idle>                              0.007      0.000      0.048 
    2146.780367 [0003]  flanneld[2339/2158]                 1.397      1.192      0.176 
    2146.780458 [0003]  <idle>                              1.483      0.000      0.091 
    2146.780496 [0003]  flanneld[2339/2158]                 0.091      0.007      0.038 
    2146.780763 [0003]  <idle>                              0.038      0.000      0.267 
