           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
    2252.330585 [0000]  containerd[1126/1006]               0.000      0.004      0.011 
    2252.330589 [0002]  <idle>                              0.003      0.000      0.071 
    2252.330596 [0002]  containerd[1044/1006]               0.071      0.003      0.006 
    2252.330601 [0000]  containerd[1101/1006]               0.011      0.000      0.016 
    2252.330665 [0002]  <idle>                              0.006      0.000      0.069 
    2252.330670 [0002]  containerd[1044/1006]               0.069      0.003      0.004 
    2252.334801 [0001]  <idle>                              0.004      0.000     10.053 
    2252.334805 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2252.354131 [0003]  <idle>                              0.033      0.000    100.100 
    2252.354161 [0003]  gnome-shell[1240]                 100.100      0.005      0.030 
    2252.358047 [0002]  <idle>                              0.004      0.000     27.376 
    2252.358056 [0002]  kubelet[1875/1862]                 33.053      0.004      0.009 
    2252.358877 [0001]  <idle>                              0.004      0.000     24.072 
    2252.358881 [0001]  kubelet[1863/1862]                 24.072      0.003      0.004 
    2252.359108 [0002]  <idle>                              0.009      0.000      1.051 
    2252.359144 [0002]  kubelet[1875/1862]                  1.051      0.004      0.036 
    2252.359152 [0002]  kubelet[1868/1862]                 34.116      0.030      0.008 
    2252.368935 [0001]  <idle>                              0.004      0.000     10.053 
    2252.368939 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2252.377613 [0002]  <idle>                              0.044      0.000     18.460 
    2252.377614 [0001]  <idle>                              0.004      0.000      8.675 
    2252.377620 [0002]  kcompactd0[47]                      0.000      0.006      0.006 
    2252.377629 [0001]  kworker/1:0-eve[11058]              0.000      0.006      0.014 
    2252.377639 [0001]  <idle>                              0.014      0.000      0.010 
    2252.377644 [0001]  kworker/1:0-eve[11058]              0.010      0.004      0.005 
    2252.424212 [0002]  <idle>                              0.006      0.000     46.591 
    2252.424219 [0002]  kubelet[1875/1862]                 65.067      0.003      0.006 
    2252.425076 [0001]  <idle>                              0.005      0.000     47.431 
    2252.425080 [0001]  kubelet[1863/1862]                 56.136      0.003      0.004 
    2252.425270 [0002]  <idle>                              0.006      0.000      1.051 
    2252.425325 [0002]  kubelet[1875/1862]                  1.051      0.003      0.054 
    2252.425336 [0002]  kubelet[1868/1862]                 66.172      0.049      0.011 
    2252.425346 [0002]  kubelet[1875/1862]                  0.011      0.006      0.010 
    2252.435134 [0001]  <idle>                              0.004      0.000     10.053 
    2252.435138 [0001]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2252.451967 [0002]  <idle>                              0.075      0.000     26.620 
    2252.451985 [0002]  flanneld[2170/2158]                 0.000      0.007      0.018 
    2252.452184 [0000]  <idle>                              0.043      0.000    121.583 
    2252.452216 [0001]  <idle>                              0.004      0.000     17.077 
    2252.452248 [0001]  flanneld[2305/2158]                 0.000      0.008      0.032 
    2252.452274 [0002]  <idle>                              0.018      0.000      0.289 
    2252.452274 [0001]  rtkit-daemon[1187/1184]             0.000      0.069      0.026 
    2252.452292 [0002]  rtkit-daemon[1188/1184]             0.000      0.011      0.017 
    2252.452312 [0001]  <idle>                              0.058      0.000      0.038 
    2252.452324 [0001]  flanneld[2305/2158]                 0.064      0.006      0.011 
    2252.452390 [0001]  <idle>                              0.011      0.000      0.065 
    2252.452391 [0000]  flanneld[2171/2158]                 0.000      0.011      0.206 
    2252.452517 [0000]  <idle>                              0.206      0.000      0.126 
    2252.452583 [0000]  flanneld[2171/2158]                 0.126      0.009      0.065 
    2252.452659 [0000]  flanneld[2172/2158]                 0.000      0.026      0.076 
    2252.452669 [0000]  flanneld[2339/2158]                 0.000      0.068      0.009 
    2252.453623 [0000]  <idle>                              0.151      0.000      0.954 
    2252.453631 [0000]  rcu_preempt[17]                   304.008      0.006      0.007 
    2252.454004 [0000]  <idle>                              0.007      0.000      0.373 
    2252.454006 [0001]  :16487[16487]                       0.000      0.000      1.616 
    2252.454060 [0000]  flanneld[2171/2158]                 1.421      0.005      0.055 
    2252.454065 [0000]  <idle>                              0.055      0.000      0.004 
    2252.454072 [0000]  flanneld[2339/2158]                 1.395      0.006      0.007 
    2252.454123 [0000]  <idle>                              0.007      0.000      0.051 
    2252.454131 [0000]  flanneld[2171/2158]                 0.063      0.004      0.007 
    2252.454191 [0001]  flanneld[2305/2158]                 1.681      0.029      0.184 
    2252.454191 [0002]  <idle>                              0.017      0.000      1.899 
    2252.454268 [0003]  <idle>                              0.030      0.000    100.106 
    2252.454305 [0001]  <idle>                              1.801      0.000      0.114 
    2252.454315 [0003]  gnome-shell[1240]                 100.106      0.011      0.046 
    2252.454334 [0000]  <idle>                              0.007      0.000      0.203 
    2252.454341 [0000]  flanneld[2339/2158]                 0.262      0.004      0.006 
    2252.454344 [0001]  flanneld[2305/2158]                 0.114      0.007      0.038 
    2252.454397 [0000]  <idle>                              0.006      0.000      0.055 
    2252.454434 [0000]  flanneld[2339/2158]                 0.055      0.004      0.037 
    2252.454444 [0000]  flanneld[2172/2158]                 1.774      0.034      0.009 
    2252.455428 [0000]  <idle>                              0.047      0.000      0.983 
    2252.455442 [0001]  <idle>                              0.038      0.000      1.097 
    2252.455446 [0002]  :-1[-1]                             0.000      0.000      1.254 
    2252.455455 [0000]  flanneld[2171/2158]                 1.296      0.007      0.027 
    2252.455504 [0000]  <idle>                              0.027      0.000      0.048 
    2252.455510 [0000]  flanneld[2171/2158]                 0.048      0.004      0.006 
    2252.455559 [0001]  flanneld[2305/2158]                 1.097      0.007      0.116 
    2252.455561 [0003]  <idle>                              0.046      0.000      1.246 
    2252.455670 [0001]  <idle>                              0.116      0.000      0.111 
    2252.455693 [0000]  <idle>                              0.006      0.000      0.182 
    2252.455700 [0001]  flanneld[2305/2158]                 0.111      0.006      0.030 
    2252.455725 [0000]  flanneld[2172/2158]                 1.248      0.005      0.032 
    2252.455735 [0000]  flanneld[2339/2158]                 1.291      0.027      0.009 
    2252.456970 [0000]  <idle>                              0.041      0.000      1.235 
    2252.456984 [0001]  <idle>                              0.030      0.000      1.284 
    2252.456988 [0003]  :-1[-1]                             0.114      0.000      1.427 
    2252.456995 [0000]  flanneld[2171/2158]                 1.459      0.008      0.025 
    2252.457054 [0000]  <idle>                              0.025      0.000      0.059 
    2252.457061 [0000]  flanneld[2171/2158]                 0.059      0.004      0.006 
    2252.457103 [0000]  <idle>                              0.006      0.000      0.041 
    2252.457104 [0001]  flanneld[2305/2158]                 1.284      0.007      0.119 
    2252.457162 [0002]  <idle>                              1.254      0.000      1.716 
    2252.457185 [0002]  flanneld[2170/2158]                 5.176      0.009      0.022 
    2252.457202 [0001]  <idle>                              0.119      0.000      0.098 
    2252.457248 [0001]  flanneld[2305/2158]                 0.098      0.005      0.045 
    2252.457272 [0000]  iptables[16490]                     0.000      0.002      0.168 
    2252.457287 [0000]  flanneld[2172/2158]                 1.546      0.011      0.015 
    2252.457303 [0001]  flanneld[2339/2158]                 1.513      0.028      0.055 
    2252.458401 [0002]  <idle>                              0.022      0.000      1.216 
    2252.458429 [0002]  kubelet[1875/1862]                 33.054      0.005      0.028 
    2252.458561 [0000]  :16490[16490]                       0.000      0.000      1.273 
    2252.458561 [0001]  <idle>                              0.101      0.000      1.258 
    2252.458602 [0001]  flanneld[2305/2158]                 1.313      0.007      0.040 
    2252.458611 [0001]  <idle>                              0.040      0.000      0.009 
    2252.458618 [0001]  flanneld[2339/2158]                 1.308      0.005      0.006 
    2252.458673 [0001]  <idle>                              0.006      0.000      0.054 
    2252.458680 [0001]  flanneld[2305/2158]                 0.070      0.004      0.007 
    2252.458737 [0002]  <idle>                              0.028      0.000      0.308 
    2252.458740 [0000]  flanneld[2171/2158]                 1.500      0.027      0.178 
    2252.458835 [0000]  <idle>                              1.636      0.000      0.095 
    2252.458863 [0001]  <idle>                              0.007      0.000      0.183 
    2252.458881 [0000]  flanneld[2171/2158]                 0.095      0.008      0.045 
    2252.458897 [0000]  flanneld[2172/2158]                 1.593      0.012      0.016 
    2252.458897 [0001]  flanneld[2339/2158]                 0.244      0.004      0.033 
    2252.459196 [0001]  <idle>                              0.033      0.000      0.299 
    2252.459216 [0001]  kubelet[1863/1862]                 24.057      0.004      0.019 
    2252.460122 [0001]  <idle>                              0.019      0.000      0.905 
    2252.460133 [0000]  <idle>                              0.061      0.000      1.236 
    2252.460139 [0002]  :-1[-1]                             1.748      0.000      1.401 
    2252.460161 [0001]  flanneld[2305/2158]                 1.441      0.008      0.039 
    2252.460178 [0002]  kubelet[1875/1862]                  1.709      0.662      0.039 
    2252.460194 [0002]  kubelet[1868/1862]                 34.842      0.006      0.015 
    2252.460217 [0001]  <idle>                              0.039      0.000      0.056 
    2252.460225 [0001]  flanneld[2305/2158]                 0.056      0.005      0.008 
    2252.460271 [0002]  kubelet[1875/1862]                  0.015      0.000      0.077 
    2252.460281 [0000]  flanneld[2171/2158]                 1.252      0.006      0.148 
    2252.460283 [0003]  <idle>                              1.427      0.000      3.294 
    2252.460385 [0000]  <idle>                              0.148      0.000      0.103 
    2252.460407 [0001]  <idle>                              0.008      0.000      0.181 
    2252.460421 [0000]  flanneld[2171/2158]                 0.103      0.005      0.036 
    2252.460438 [0000]  flanneld[2172/2158]                 1.524      0.008      0.016 
    2252.460441 [0001]  flanneld[2339/2158]                 1.510      0.004      0.033 
    2252.461591 [0001]  <idle>                              0.033      0.000      1.149 
    2252.461605 [0000]  <idle>                              0.053      0.000      1.166 
    2252.461608 [0003]  :16492[16492]                       0.000      0.000      1.325 
    2252.461631 [0000]  flanneld[2171/2158]                 1.183      0.007      0.026 
    2252.461634 [0001]  flanneld[2305/2158]                 1.365      0.007      0.043 
    2252.461642 [0000]  rcu_preempt[17]                     8.000      0.008      0.011 
    2252.461702 [0001]  <idle>                              0.043      0.000      0.067 
    2252.461710 [0001]  flanneld[2305/2158]                 0.067      0.004      0.008 
    2252.461759 [0001]  <idle>                              0.008      0.000      0.049 
    2252.461760 [0000]  flanneld[2171/2158]                 0.011      0.000      0.117 
    2252.461862 [0000]  <idle>                              0.155      0.000      0.101 
    2252.461911 [0000]  flanneld[2171/2158]                 0.101      0.006      0.048 
    2252.461960 [0000]  flanneld[2339/2158]                 1.469      0.027      0.049 
    2252.461969 [0000]  flanneld[2172/2158]                 1.521      0.038      0.009 
    2252.463195 [0001]  :16493[16493]                       0.000      0.000      1.435 
    2252.463196 [0000]  <idle>                              0.107      0.000      1.226 
    2252.463242 [0000]  flanneld[2171/2158]                 1.285      0.008      0.046 
    2252.463247 [0000]  <idle>                              0.046      0.000      0.004 
    2252.463255 [0000]  flanneld[2172/2158]                 1.278      0.005      0.007 
    2252.463305 [0000]  <idle>                              0.007      0.000      0.050 
    2252.463313 [0000]  flanneld[2171/2158]                 0.062      0.004      0.008 
    2252.463373 [0000]  <idle>                              0.008      0.000      0.060 
    2252.463377 [0001]  flanneld[2305/2158]                 1.485      0.028      0.181 
    2252.463473 [0001]  <idle>                              1.617      0.000      0.096 
    2252.463521 [0001]  flanneld[2305/2158]                 0.096      0.008      0.047 
    2252.464700 [0001]  <idle>                              0.047      0.000      1.179 
    2252.464701 [0000]  :16494[16494]                       0.000      0.000      1.327 
    2252.464747 [0001]  flanneld[2305/2158]                 1.179      0.006      0.047 
    2252.464768 [0001]  flanneld[2171/2158]                 1.434      0.072      0.021 
    2252.464779 [0001]  flanneld[2339/2158]                 2.808      0.048      0.010 
    2252.464819 [0001]  <idle>                              0.079      0.000      0.039 
    2252.464826 [0001]  flanneld[2171/2158]                 0.050      0.005      0.007 
    2252.464888 [0001]  <idle>                              0.007      0.000      0.061 
    2252.464890 [0000]  flanneld[2172/2158]                 1.446      1.201      0.189 
    2252.464982 [0000]  <idle>                              1.516      0.000      0.092 
    2252.465024 [0000]  flanneld[2172/2158]                 0.092      0.008      0.041 
    2252.465634 [0000]  <idle>                              0.041      0.000      0.610 
    2252.465682 [0000]  flanneld[2339/2158]                 0.855      0.630      0.048 
    2252.465691 [0000]  flanneld[2305/2158]                 0.935      0.041      0.008 
    2252.466263 [0000]  <idle>                              0.056      0.000      0.572 
    2252.466264 [0001]  :16495[16495]                       0.000      0.000      1.376 
    2252.466311 [0000]  flanneld[2172/2158]                 1.239      0.005      0.047 
    2252.466363 [0000]  <idle>                              0.047      0.000      0.052 
    2252.466372 [0000]  flanneld[2172/2158]                 0.052      0.004      0.009 
    2252.466429 [0003]  <idle>                              1.325      0.000      4.820 
    2252.466429 [0001]  flanneld[2171/2158]                 1.437      0.026      0.164 
    2252.466531 [0001]  <idle>                              1.541      0.000      0.102 
    2252.466561 [0000]  <idle>                              0.009      0.000      0.188 
    2252.466567 [0000]  flanneld[2305/2158]                 0.870      0.004      0.006 
    2252.466571 [0001]  flanneld[2171/2158]                 0.102      0.007      0.040 
    2252.466621 [0000]  <idle>                              0.006      0.000      0.054 
    2252.466652 [0000]  flanneld[2305/2158]                 0.054      0.003      0.030 
    2252.466660 [0000]  flanneld[2339/2158]                 0.969      0.027      0.008 
    2252.467237 [0002]  <idle>                              1.533      0.000      6.966 
    2252.467254 [0002]  flanneld[2170/2158]                10.052      0.007      0.016 
    2252.467741 [0000]  <idle>                              0.038      0.000      1.080 
    2252.467753 [0001]  <idle>                              0.040      0.000      1.181 
    2252.467758 [0003]  :-1[-1/16496]                       6.289      0.000      1.329 
    2252.467767 [0000]  flanneld[2172/2158]                 1.368      0.007      0.025 
    2252.467813 [0000]  <idle>                              0.025      0.000      0.046 
    2252.467820 [0000]  flanneld[2172/2158]                 0.046      0.004      0.006 
    2252.467866 [0001]  flanneld[2171/2158]                 1.181      0.006      0.112 
    2252.467866 [0002]  <idle>                              0.016      0.000      0.612 
    2252.467966 [0001]  <idle>                              0.112      0.000      0.100 
    2252.467989 [0000]  <idle>                              0.006      0.000      0.168 
    2252.467996 [0001]  flanneld[2171/2158]                 0.100      0.005      0.029 
    2252.468020 [0000]  flanneld[2339/2158]                 1.328      0.004      0.030 
    2252.468029 [0000]  flanneld[2305/2158]                 1.367      0.025      0.009 
    2252.469243 [0000]  <idle>                              0.040      0.000      1.213 
    2252.469257 [0001]  <idle>                              0.029      0.000      1.261 
    2252.469262 [0002]  :16497[16497]                       0.000      0.000      1.395 
    2252.469280 [0000]  flanneld[2172/2158]                 1.422      0.008      0.037 
    2252.469305 [0000]  kubelet[1863/1862]                 10.064      0.017      0.024 
    2252.469331 [0000]  <idle>                              0.062      0.000      0.025 
    2252.469344 [0000]  flanneld[2172/2158]                 0.050      0.005      0.013 
    2252.469381 [0000]  <idle>                              0.013      0.000      0.036 
    2252.469381 [0001]  flanneld[2171/2158]                 1.261      0.007      0.123 
    2252.469479 [0001]  <idle>                              0.123      0.000      0.098 
    2252.469526 [0001]  flanneld[2171/2158]                 0.098      0.006      0.047 
    2252.469547 [0000]  iptables[16498]                     0.000      0.004      0.166 
    2252.469561 [0000]  flanneld[2339/2158]                 1.527      0.007      0.014 
    2252.469578 [0001]  flanneld[2305/2158]                 1.497      0.028      0.051 
    2252.469636 [0002]  <idle>                              1.395      0.000      0.373 
    2252.469649 [0002]  rcu_preempt[17]                     7.993      0.017      0.013 
    2252.470882 [0000]  :16498[16498]                       0.000      0.000      1.320 
    2252.470882 [0001]  <idle>                              0.099      0.000      1.303 
    2252.470922 [0001]  flanneld[2171/2158]                 1.355      0.008      0.040 
    2252.470931 [0001]  <idle>                              0.040      0.000      0.009 
    2252.470937 [0001]  flanneld[2305/2158]                 1.353      0.005      0.006 
    2252.470988 [0001]  <idle>                              0.006      0.000      0.050 
    2252.470995 [0001]  flanneld[2171/2158]                 0.065      0.003      0.007 
    2252.471053 [0003]  <idle>                              1.329      0.000      3.294 
    2252.471053 [0000]  flanneld[2172/2158]                 1.537      0.026      0.171 
    2252.471155 [0000]  <idle>                              1.672      0.000      0.101 
    2252.471182 [0001]  <idle>                              0.007      0.000      0.186 
    2252.471188 [0001]  flanneld[2305/2158]                 0.244      0.004      0.005 
    2252.471192 [0000]  flanneld[2172/2158]                 0.101      0.008      0.037 
    2252.471243 [0001]  <idle>                              0.005      0.000      0.055 
    2252.471254 [0000]  <idle>                              0.037      0.000      0.062 
    2252.471265 [0000]  flanneld[2339/2158]                 1.692      0.006      0.010 
    2252.471272 [0001]  flanneld[2305/2158]                 0.055      0.003      0.028 
    2252.472371 [0001]  <idle>                              0.028      0.000      1.099 
    2252.472384 [0000]  <idle>                              0.010      0.000      1.119 
    2252.472390 [0003]  :-1[-1/16496]                       3.294      0.000      1.336 
    2252.472397 [0001]  flanneld[2171/2158]                 1.376      0.007      0.026 
    2252.472454 [0001]  <idle>                              0.026      0.000      0.056 
    2252.472460 [0001]  flanneld[2171/2158]                 0.056      0.004      0.006 
    2252.472511 [0000]  flanneld[2172/2158]                 1.191      0.006      0.127 
    2252.472511 [0002]  <idle>                              0.013      0.000      2.862 
    2252.472613 [0000]  <idle>                              0.127      0.000      0.101 
    2252.472635 [0001]  <idle>                              0.006      0.000      0.174 
    2252.472641 [0001]  flanneld[2305/2158]                 1.363      0.004      0.005 
    2252.472644 [0000]  flanneld[2172/2158]                 0.101      0.005      0.030 
    2252.472697 [0001]  <idle>                              0.005      0.000      0.056 
    2252.472706 [0000]  <idle>                              0.030      0.000      0.062 
    2252.472714 [0000]  flanneld[2339/2158]                 1.440      0.005      0.008 
    2252.472723 [0001]  flanneld[2305/2158]                 0.056      0.004      0.025 
    2252.473991 [0001]  <idle>                              0.025      0.000      1.268 
    2252.474005 [0000]  <idle>                              0.008      0.000      1.290 
    2252.474007 [0002]  :16500[16500]                       0.000      0.000      1.496 
    2252.474015 [0001]  flanneld[2171/2158]                 1.530      0.007      0.024 
    2252.474044 [0000]  flanneld[2172/2158]                 1.361      0.005      0.038 
    2252.477306 [0002]  <idle>                              1.496      0.000      3.298 
    2252.477326 [0002]  flanneld[2170/2158]                10.051      0.007      0.020 
    2252.477621 [0002]  <idle>                              0.020      0.000      0.295 
    2252.477630 [0002]  rcu_preempt[17]                     7.972      0.010      0.008 
    2252.489609 [0002]  <idle>                              0.008      0.000     11.979 
    2252.489614 [0002]  rcu_preempt[17]                    11.979      0.002      0.004 
    2252.493623 [0003]  <idle>                              1.336      0.000     21.233 
    2252.493636 [0003]  kworker/3:1-mm_[13530]              0.000      0.012      0.012 
    2252.493652 [0002]  <idle>                              0.004      0.000      4.037 
    2252.493662 [0002]  kworker/2:3-eve[617]                0.000      0.007      0.010 
    2252.493678 [0003]  ksoftirqd/3[32]                     0.000      0.017      0.042 
    2252.493687 [0003]  kworker/3:1-mm_[13530]              0.042      0.005      0.008 
    2252.493698 [0002]  ksoftirqd/2[27]                     0.000      0.013      0.036 
    2252.493705 [0002]  kworker/2:3-eve[617]                0.036      0.004      0.006 
    2252.497609 [0002]  <idle>                              0.053      0.000      3.904 
    2252.497613 [0002]  rcu_preempt[17]                     7.994      0.002      0.003 
    2252.505613 [0002]  <idle>                              0.003      0.000      8.000 
    2252.505618 [0002]  rcu_preempt[17]                     8.000      0.005      0.004 
    2252.509637 [0003]  <idle>                              0.063      0.000     15.950 
    2252.509642 [0003]  kworker/3:1-mm_[13530]             15.950      0.002      0.005 
    2252.513612 [0002]  <idle>                              0.004      0.000      7.994 
    2252.513615 [0002]  rcu_preempt[17]                     7.994      0.005      0.003 
    2252.521612 [0002]  <idle>                              0.003      0.000      7.996 
    2252.521615 [0002]  rcu_preempt[17]                     7.996      0.005      0.003 
    2252.525260 [0002]  <idle>                              0.003      0.000      3.645 
    2252.525289 [0002]  kubelet[1868/1862]                 65.066      0.004      0.028 
    2252.525381 [0000]  <idle>                              0.038      0.000     51.337 
    2252.525400 [0000]  kubelet[1863/1862]                 56.075      0.005      0.018 
    2252.526338 [0002]  <idle>                              0.028      0.000      1.049 
    2252.526432 [0002]  kubelet[1868/1862]                  1.049      0.005      0.093 
    2252.526446 [0002]  kubelet[1875/1862]                 66.160      0.079      0.014 
    2252.533609 [0002]  <idle>                              0.107      0.000      7.163 
    2252.533614 [0002]  rcu_preempt[17]                    11.994      0.002      0.004 
    2252.535449 [0000]  <idle>                              0.018      0.000     10.049 
    2252.535455 [0000]  kubelet[1863/1862]                 10.049      0.004      0.006 
    2252.554414 [0003]  <idle>                              0.005      0.000     44.771 
    2252.554522 [0003]  gnome-shell[1240]                 100.099      0.005      0.108 
    2252.559484 [0002]  <idle>                              0.004      0.000     25.870 
    2252.559491 [0002]  kubelet[1868/1862]                 33.052      0.004      0.007 
    2252.560318 [0000]  <idle>                              0.006      0.000     24.862 
    2252.560322 [0000]  kubelet[1863/1862]                 24.862      0.004      0.004 
    2252.560543 [0002]  <idle>                              0.007      0.000      1.051 
    2252.560588 [0002]  kubelet[1868/1862]                  1.051      0.003      0.044 
    2252.560603 [0002]  kubelet[1875/1862]                 34.141      0.039      0.014 
    2252.560614 [0002]  kubelet[1868/1862]                  0.014      0.007      0.011 
    2252.570375 [0000]  <idle>                              0.004      0.000     10.053 
    2252.570380 [0000]  kubelet[1863/1862]                 10.053      0.003      0.004 
    2252.625681 [0002]  <idle>                              0.071      0.000     65.066 
    2252.625687 [0002]  kubelet[1868/1862]                 65.066      0.004      0.005 
    2252.626478 [0000]  <idle>                              0.004      0.000     56.097 
    2252.626482 [0000]  kubelet[1863/1862]                 56.097      0.003      0.004 
    2252.626739 [0002]  <idle>                              0.005      0.000      1.052 
    2252.626748 [0002]  kubelet[1868/1862]                  1.052      0.003      0.008 
    2252.626754 [0002]  kubelet[1875/1862]                 66.144      0.004      0.006 
    2252.626784 [0002]  kubelet[1868/1862]                  0.006      0.000      0.030 
    2252.636535 [0000]  <idle>                              0.004      0.000     10.053 
