           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
    1927.185182 [0001]  <idle>                              0.021      0.000      6.246 
    1927.185188 [0001]  kworker/u10:3-f[86]                 6.246      0.003      0.005 
    1927.185193 [0001]  <idle>                              0.005      0.000      0.005 
    1927.185216 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.023 
    1927.192285 [0001]  <idle>                              0.023      0.000      7.068 
    1927.192291 [0001]  kworker/u10:3-f[86]                 7.068      0.003      0.005 
    1927.192297 [0001]  <idle>                              0.005      0.000      0.005 
    1927.192319 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.197426 [0001]  <idle>                              0.022      0.000      5.107 
    1927.197433 [0001]  kubelet[1871/1862]                 37.050      0.003      0.006 
    1927.198234 [0001]  <idle>                              0.006      0.000      0.801 
    1927.198239 [0001]  kubelet[1863/1862]                 28.052      0.003      0.004 
    1927.198484 [0001]  <idle>                              0.004      0.000      0.245 
    1927.198493 [0001]  kubelet[1871/1862]                  1.051      0.003      0.008 
    1927.198499 [0001]  kubelet[1875/1862]                 38.128      0.004      0.006 
    1927.198532 [0001]  kubelet[1871/1862]                  0.006      0.000      0.032 
    1927.198564 [0001]  <idle>                              0.047      0.000      0.032 
    1927.198570 [0001]  kworker/u10:3-f[86]                 6.245      0.004      0.006 
    1927.198576 [0001]  <idle>                              0.006      0.000      0.005 
    1927.198599 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.023 
    1927.204844 [0001]  <idle>                              0.023      0.000      6.244 
    1927.204850 [0001]  kworker/u10:3-f[86]                 6.244      0.003      0.006 
    1927.204855 [0001]  <idle>                              0.006      0.000      0.004 
    1927.205337 [0001]  kworker/u10:3-f[86]                 0.004      0.003      0.481 
    1927.208293 [0001]  <idle>                              0.481      0.000      2.956 
    1927.208299 [0001]  kubelet[1863/1862]                 10.053      0.004      0.005 
    1927.211124 [0001]  <idle>                              0.005      0.000      2.825 
    1927.211130 [0001]  kworker/u10:3-f[86]                 5.786      0.003      0.006 
    1927.211136 [0001]  <idle>                              0.006      0.000      0.005 
    1927.211157 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.021 
    1927.212294 [0001]  <idle>                              0.021      0.000      1.137 
    1927.212301 [0001]  kworker/u10:3-f[86]                 1.137      0.003      0.006 
    1927.212306 [0001]  <idle>                              0.006      0.000      0.005 
    1927.212317 [0003]  <idle>                              0.061      0.000     58.547 
    1927.212332 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.025 
    1927.212476 [0003]  kworker/u8:2-ex[12901]             58.547      0.004      0.158 
    1927.218574 [0001]  <idle>                              0.025      0.000      6.242 
    1927.218580 [0001]  kworker/u10:3-f[86]                 6.242      0.004      0.005 
    1927.218585 [0001]  <idle>                              0.005      0.000      0.005 
    1927.218608 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.023 
    1927.222552 [0001]  <idle>                              0.023      0.000      3.944 
    1927.222560 [0001]  kubelet[1875/1862]                 24.053      0.003      0.007 
    1927.223014 [0001]  <idle>                              0.007      0.000      0.453 
    1927.223018 [0001]  kubelet[1863/1862]                 14.715      0.003      0.004 
    1927.223611 [0001]  <idle>                              0.004      0.000      0.593 
    1927.223629 [0001]  kubelet[1875/1862]                  1.051      0.003      0.017 
    1927.223641 [0001]  kubelet[1871/1862]                 25.097      0.011      0.011 
    1927.223650 [0001]  kubelet[1875/1862]                  0.011      0.007      0.009 
    1927.224853 [0001]  <idle>                              0.038      0.000      1.203 
    1927.224860 [0001]  kworker/u10:3-f[86]                 6.244      0.004      0.006 
    1927.224865 [0001]  <idle>                              0.006      0.000      0.005 
    1927.224889 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.024 
    1927.231957 [0001]  <idle>                              0.024      0.000      7.068 
    1927.231963 [0001]  kworker/u10:3-f[86]                 7.068      0.003      0.005 
    1927.231969 [0001]  <idle>                              0.005      0.000      0.005 
    1927.231991 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.233071 [0001]  <idle>                              0.022      0.000      1.080 
    1927.233076 [0001]  kubelet[1863/1862]                 10.052      0.003      0.004 
    1927.238237 [0001]  <idle>                              0.004      0.000      5.160 
    1927.238243 [0001]  kworker/u10:3-f[86]                 6.245      0.003      0.005 
    1927.238248 [0001]  <idle>                              0.005      0.000      0.005 
    1927.238271 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.244812 [0001]  <idle>                              0.022      0.000      6.541 
    1927.244818 [0001]  kworker/u10:3-f[86]                 6.541      0.003      0.005 
    1927.244823 [0001]  <idle>                              0.005      0.000      0.005 
    1927.245168 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.345 
    1927.251091 [0001]  <idle>                              0.345      0.000      5.923 
    1927.251097 [0001]  kworker/u10:3-f[86]                 5.923      0.004      0.006 
    1927.251103 [0001]  <idle>                              0.006      0.000      0.005 
    1927.251125 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.256641 [0001]  <idle>                              0.022      0.000      5.515 
    1927.256646 [0001]  kworker/u10:3-f[86]                 5.515      0.003      0.005 
    1927.256652 [0001]  <idle>                              0.005      0.000      0.005 
    1927.256663 [0003]  <idle>                              0.158      0.000     44.187 
    1927.256678 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.025 
    1927.256691 [0000]  <idle>                              0.004      0.000    243.997 
    1927.256700 [0000]  kcompactd0[47]                    511.998      0.006      0.009 
    1927.256703 [0003]  kworker/u8:2-ex[12901]             44.187      0.004      0.039 
    1927.256711 [0003]  kworker/3:1-mm_[13530]              0.000      0.011      0.007 
    1927.256819 [0003]  kworker/u8:2-ex[12901]              0.007      0.000      0.108 
    1927.259701 [0001]  <idle>                              0.025      0.000      3.023 
    1927.259709 [0001]  kubelet[1875/1862]                 36.051      0.003      0.008 
    1927.260400 [0001]  <idle>                              0.008      0.000      0.690 
    1927.260405 [0001]  kubelet[1863/1862]                 27.324      0.003      0.004 
    1927.260762 [0001]  <idle>                              0.004      0.000      0.357 
    1927.260771 [0001]  kubelet[1875/1862]                  1.052      0.003      0.008 
    1927.260777 [0001]  kubelet[1871/1862]                 37.129      0.004      0.006 
    1927.260809 [0001]  kubelet[1875/1862]                  0.006      0.000      0.032 
    1927.263019 [0001]  <idle>                              0.047      0.000      2.210 
    1927.263026 [0001]  kworker/u10:3-f[86]                 6.341      0.004      0.006 
    1927.263031 [0001]  <idle>                              0.006      0.000      0.005 
    1927.263056 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.024 
    1927.270125 [0001]  <idle>                              0.024      0.000      7.069 
    1927.270131 [0001]  kworker/u10:3-f[86]                 7.069      0.004      0.006 
    1927.270136 [0001]  <idle>                              0.006      0.000      0.005 
    1927.270159 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.270458 [0001]  <idle>                              0.022      0.000      0.299 
    1927.270462 [0001]  kubelet[1863/1862]                 10.052      0.003      0.004 
    1927.272061 [0002]  <idle>                              0.032      0.000    100.099 
    1927.272093 [0002]  gnome-shell[1240]                 100.099      0.006      0.031 
    1927.276404 [0001]  <idle>                              0.004      0.000      5.941 
    1927.276410 [0001]  kworker/u10:3-f[86]                 6.245      0.003      0.005 
    1927.276415 [0001]  <idle>                              0.005      0.000      0.005 
    1927.276438 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.297830 [0001]  <idle>                              0.022      0.000     21.391 
    1927.297836 [0001]  kubelet[1871/1862]                 37.053      0.003      0.006 
    1927.298579 [0001]  <idle>                              0.006      0.000      0.743 
    1927.298584 [0001]  kubelet[1863/1862]                 28.116      0.003      0.004 
    1927.298888 [0001]  <idle>                              0.004      0.000      0.304 
    1927.298925 [0001]  kubelet[1871/1862]                  1.051      0.003      0.037 
    1927.298931 [0001]  kubelet[1875/1862]                 38.115      0.031      0.006 
    1927.300503 [0001]  <idle>                              0.043      0.000      1.571 
    1927.300509 [0001]  kworker/u10:3-f[86]                24.065      0.004      0.006 
    1927.300514 [0001]  <idle>                              0.006      0.000      0.005 
    1927.300539 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.024 
    1927.306783 [0001]  <idle>                              0.024      0.000      6.244 
    1927.306789 [0001]  kworker/u10:3-f[86]                 6.244      0.004      0.006 
    1927.306794 [0001]  <idle>                              0.006      0.000      0.005 
    1927.307121 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.326 
    1927.308637 [0001]  <idle>                              0.326      0.000      1.516 
    1927.308643 [0001]  kubelet[1863/1862]                 10.053      0.004      0.005 
    1927.313063 [0001]  <idle>                              0.005      0.000      4.420 
    1927.313069 [0001]  kworker/u10:3-f[86]                 5.941      0.003      0.005 
    1927.313074 [0001]  <idle>                              0.005      0.000      0.005 
    1927.313095 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.020 
    1927.314051 [0001]  <idle>                              0.020      0.000      0.955 
    1927.314057 [0001]  kworker/u10:3-f[86]                 0.955      0.003      0.005 
    1927.314062 [0001]  <idle>                              0.005      0.000      0.005 
    1927.314073 [0003]  <idle>                              0.155      0.000     57.253 
    1927.314087 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.025 
    1927.314184 [0003]  kworker/u8:2-ex[12901]             57.253      0.004      0.111 
    1927.320331 [0001]  <idle>                              0.025      0.000      6.243 
    1927.320337 [0001]  kworker/u10:3-f[86]                 6.243      0.004      0.006 
    1927.320342 [0001]  <idle>                              0.006      0.000      0.005 
    1927.320365 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.326610 [0001]  <idle>                              0.022      0.000      6.244 
    1927.326615 [0001]  kworker/u10:3-f[86]                 6.244      0.003      0.005 
    1927.326621 [0001]  <idle>                              0.005      0.000      0.005 
    1927.326643 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.328671 [0003]  <idle>                              0.111      0.000     14.486 
    1927.328680 [0003]  containerd[1044/1006]             425.255      0.004      0.008 
    1927.328752 [0003]  <idle>                              0.008      0.000      0.071 
    1927.328757 [0003]  containerd[1044/1006]               0.071      0.003      0.004 
    1927.328829 [0003]  <idle>                              0.004      0.000      0.072 
    1927.328833 [0003]  containerd[1044/1006]               0.072      0.003      0.004 
    1927.328899 [0002]  <idle>                              0.031      0.000     56.806 
    1927.328905 [0003]  <idle>                              0.004      0.000      0.072 
    1927.328910 [0003]  containerd[1044/1006]               0.072      0.003      0.004 
    1927.328922 [0002]  containerd[1115/1006]             425.429      0.006      0.022 
    1927.328935 [0002]  containerd[1125/1006]             425.541      0.006      0.013 
    1927.328952 [0002]  containerd[1115/1006]               0.013      0.000      0.017 
    1927.328982 [0003]  <idle>                              0.004      0.000      0.072 
    1927.328987 [0003]  containerd[1044/1006]               0.072      0.003      0.004 
    1927.332888 [0001]  <idle>                              0.022      0.000      6.245 
    1927.332894 [0001]  kworker/u10:3-f[86]                 6.245      0.003      0.005 
    1927.332899 [0001]  <idle>                              0.005      0.000      0.005 
    1927.332921 [0001]  kworker/u10:3-f[86]                 0.005      0.003      0.021 
    1927.336907 [0002]  <idle>                              0.053      0.000      7.954 
    1927.336931 [0001]  <idle>                              0.021      0.000      4.009 
    1927.336933 [0002]  snapd[926/773]                      0.000      0.006      0.025 
    1927.337025 [0002]  <idle>                              0.025      0.000      0.092 
    1927.337044 [0000]  <idle>                              0.009      0.000     80.343 
    1927.337047 [0002]  snapd[1038/773]                     0.000      0.007      0.022 
    1927.337103 [0002]  <idle>                              0.022      0.000      0.055 
    1927.337129 [0002]  snapd[1038/773]                     0.055      0.004      0.025 
    1927.337143 [0002]  snapd[1024/773]                     0.000      0.021      0.014 
    1927.337337 [0000]  snapd[942/773]                      0.000      0.007      0.292 
    1927.337344 [0000]  <idle>                              0.292      0.000      0.006 
    1927.337365 [0000]  snapd[942/773]                      0.006      0.000      0.021 
    1927.337421 [0000]  <idle>                              0.021      0.000      0.056 
    1927.337432 [0002]  <idle>                              0.039      0.000      0.288 
    1927.337439 [0002]  snapd[1024/773]                     0.288      0.006      0.006 
    1927.337713 [0000]  snapd[942/773]                      0.056      0.005      0.292 
    1927.338463 [0000]  <idle>                              0.292      0.000      0.749 
    1927.338470 [0000]  snapd[942/773]                      0.749      0.008      0.006 
    1927.340010 [0001]  snapd[931/773]                      0.000      0.006      3.079 
    1927.340026 [0001]  kworker/u10:3-f[86]                 7.089      0.016      0.015 
    1927.340681 [0000]  <idle>                              0.006      0.000      2.211 
    1927.340708 [0000]  snapd[942/773]                      2.211      0.005      0.027 
    1927.340709 [0003]  <idle>                              0.004      0.000     11.722 
    1927.340736 [0001]  snapd[931/773]                      0.015      0.000      0.710 
    1927.340761 [0000]  <idle>                              0.027      0.000      0.052 
    1927.340770 [0002]  <idle>                              0.006      0.000      3.331 
    1927.340777 [0002]  snapd[1024/773]                     3.331      0.005      0.007 
    1927.340814 [0003]  kworker/u10:3-f[86]                 0.683      0.000      0.105 
    1927.340887 [0001]  <idle>                              3.805      0.000      0.150 
    1927.340899 [0002]  <idle>                              0.007      0.000      0.121 
    1927.340899 [0001]  snapd[931/773]                      0.150      0.005      0.011 
    1927.340913 [0001]  <idle>                              0.011      0.000      0.013 
    1927.340924 [0001]  snapd[931/773]                      0.013      0.004      0.010 
    1927.340925 [0000]  snapd[942/773]                      0.052      0.003      0.164 
    1927.340934 [0000]  snapd[1038/773]                     3.796      0.022      0.008 
    1927.341061 [0002]  snapd[1024/773]                     0.121      0.004      0.161 
    1927.346984 [0002]  <idle>                              0.161      0.000      5.922 
    1927.346984 [0003]  <idle>                              0.105      0.000      6.170 
    1927.346991 [0002]  snapd[926/773]                     10.050      0.004      0.007 
    1927.346992 [0003]  kworker/u10:3-f[86]                 6.170      0.005      0.007 
    1927.346997 [0003]  <idle>                              0.007      0.000      0.005 
    1927.347041 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.043 
    1927.350165 [0003]  <idle>                              0.043      0.000      3.123 
    1927.350171 [0003]  kworker/u10:3-f[86]                 3.123      0.004      0.006 
    1927.350176 [0003]  <idle>                              0.006      0.000      0.005 
    1927.350220 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.043 
    1927.350343 [0003]  kworker/u8:2-ex[12901]             36.035      0.034      0.122 
    1927.352068 [0003]  <idle>                              0.166      0.000      1.725 
    1927.352074 [0003]  kworker/u10:3-f[86]                 1.847      0.004      0.006 
    1927.352079 [0003]  <idle>                              0.006      0.000      0.005 
    1927.352131 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.051 
    1927.352146 [0003]  kworker/u8:2-ex[12901]              1.788      0.045      0.015 
    1927.354068 [0003]  <idle>                              0.067      0.000      1.921 
    1927.354074 [0003]  kworker/u10:3-f[86]                 1.936      0.004      0.006 
    1927.354079 [0003]  <idle>                              0.006      0.000      0.005 
    1927.354120 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.040 
    1927.354134 [0003]  kworker/u8:2-ex[12901]              1.973      0.034      0.013 
    1927.355970 [0003]  <idle>                              0.054      0.000      1.836 
    1927.355976 [0003]  kworker/u10:3-f[86]                 1.849      0.004      0.006 
    1927.355982 [0003]  <idle>                              0.006      0.000      0.005 
    1927.356344 [0003]  kworker/u10:3-f[86]                 0.005      0.004      0.362 
    1927.356360 [0003]  kworker/u8:2-ex[12901]              2.210      0.356      0.016 
    1927.358335 [0003]  <idle>                              0.378      0.000      1.975 
    1927.358342 [0003]  kworker/u10:3-f[86]                 1.991      0.004      0.006 
    1927.358347 [0003]  <idle>                              0.006      0.000      0.005 
    1927.358362 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.015 
    1927.358377 [0003]  kworker/u8:2-ex[12901]              2.002      0.009      0.014 
    1927.359989 [0001]  <idle>                              0.010      0.000     19.065 
    1927.360013 [0001]  kubelet[1871/1862]                 61.064      0.004      0.023 
    1927.360056 [0003]  <idle>                              0.029      0.000      1.678 
    1927.360062 [0003]  kworker/u10:3-f[86]                 1.693      0.004      0.005 
    1927.360067 [0003]  <idle>                              0.005      0.000      0.005 
    1927.360081 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.360093 [0003]  kworker/u8:2-ex[12901]              1.704      0.008      0.012 
    1927.360860 [0001]  <idle>                              0.023      0.000      0.847 
    1927.360870 [0001]  kubelet[1863/1862]                 52.217      0.005      0.009 
    1927.361060 [0001]  <idle>                              0.009      0.000      0.190 
    1927.361139 [0001]  kubelet[1871/1862]                  1.047      0.003      0.078 
    1927.361160 [0001]  kubelet[1875/1862]                 62.207      0.066      0.021 
    1927.361174 [0001]  kubelet[1871/1862]                  0.021      0.010      0.014 
    1927.361775 [0003]  <idle>                              0.026      0.000      1.681 
    1927.361782 [0003]  kworker/u10:3-f[86]                 1.694      0.004      0.006 
    1927.361787 [0003]  <idle>                              0.006      0.000      0.005 
    1927.361801 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.014 
    1927.361814 [0003]  kworker/u8:2-ex[12901]              1.707      0.008      0.013 
    1927.363494 [0003]  <idle>                              0.027      0.000      1.679 
    1927.363500 [0003]  kworker/u10:3-f[86]                 1.693      0.003      0.005 
    1927.363506 [0003]  <idle>                              0.005      0.000      0.005 
    1927.363519 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.363532 [0003]  kworker/u8:2-ex[12901]              1.704      0.007      0.012 
    1927.365214 [0003]  <idle>                              0.026      0.000      1.682 
    1927.365220 [0003]  kworker/u10:3-f[86]                 1.695      0.003      0.006 
    1927.365225 [0003]  <idle>                              0.006      0.000      0.005 
    1927.365239 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.365252 [0003]  kworker/u8:2-ex[12901]              1.707      0.008      0.013 
    1927.366933 [0003]  <idle>                              0.026      0.000      1.680 
    1927.366939 [0003]  kworker/u10:3-f[86]                 1.693      0.003      0.005 
    1927.366944 [0003]  <idle>                              0.005      0.000      0.005 
    1927.366958 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.366970 [0003]  kworker/u8:2-ex[12901]              1.705      0.007      0.012 
    1927.368652 [0003]  <idle>                              0.025      0.000      1.682 
    1927.368658 [0003]  kworker/u10:3-f[86]                 1.694      0.003      0.006 
    1927.368664 [0003]  <idle>                              0.006      0.000      0.005 
    1927.368678 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.368699 [0003]  kworker/u8:2-ex[12901]              1.707      0.008      0.020 
    1927.370372 [0003]  <idle>                              0.034      0.000      1.673 
    1927.370378 [0003]  kworker/u10:3-f[86]                 1.693      0.004      0.006 
    1927.370383 [0003]  <idle>                              0.006      0.000      0.005 
    1927.370398 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.014 
    1927.370411 [0003]  kworker/u8:2-ex[12901]              1.698      0.008      0.013 
    1927.370922 [0001]  <idle>                              0.113      0.000      9.748 
    1927.370927 [0001]  kubelet[1863/1862]                 10.052      0.004      0.005 
    1927.372091 [0003]  <idle>                              0.027      0.000      1.680 
    1927.372097 [0003]  kworker/u10:3-f[86]                 1.693      0.003      0.005 
    1927.372102 [0003]  <idle>                              0.005      0.000      0.005 
    1927.372117 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.014 
    1927.372129 [0003]  kworker/u8:2-ex[12901]              1.705      0.008      0.012 
    1927.372191 [0002]  <idle>                              0.007      0.000     25.199 
    1927.372274 [0002]  gnome-shell[1240]                 100.098      0.005      0.082 
    1927.373811 [0003]  <idle>                              0.026      0.000      1.682 
    1927.373817 [0003]  kworker/u10:3-f[86]                 1.694      0.004      0.006 
    1927.373824 [0003]  <idle>                              0.006      0.000      0.006 
    1927.373838 [0003]  kworker/u10:3-f[86]                 0.006      0.004      0.014 
    1927.373852 [0003]  kworker/u8:2-ex[12901]              1.709      0.008      0.013 
    1927.375532 [0003]  <idle>                              0.027      0.000      1.680 
    1927.375538 [0003]  kworker/u10:3-f[86]                 1.693      0.004      0.006 
    1927.375544 [0003]  <idle>                              0.006      0.000      0.005 
    1927.375557 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.375570 [0003]  kworker/u8:2-ex[12901]              1.705      0.007      0.012 
    1927.377349 [0003]  <idle>                              0.026      0.000      1.779 
    1927.377355 [0003]  kworker/u10:3-f[86]                 1.791      0.003      0.005 
    1927.377360 [0003]  <idle>                              0.005      0.000      0.005 
    1927.377373 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.377387 [0003]  kworker/u8:2-ex[12901]              1.803      0.007      0.013 
    1927.378983 [0003]  <idle>                              0.026      0.000      1.595 
    1927.378989 [0003]  kworker/u10:3-f[86]                 1.609      0.003      0.005 
    1927.378994 [0003]  <idle>                              0.005      0.000      0.005 
    1927.379008 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.379020 [0003]  kworker/u8:2-ex[12901]              1.621      0.008      0.012 
    1927.380703 [0003]  <idle>                              0.026      0.000      1.682 
    1927.380708 [0003]  kworker/u10:3-f[86]                 1.694      0.003      0.005 
    1927.380714 [0003]  <idle>                              0.005      0.000      0.005 
    1927.380728 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.013 
    1927.380740 [0003]  kworker/u8:2-ex[12901]              1.707      0.008      0.012 
    1927.383246 [0003]  <idle>                              0.026      0.000      2.505 
    1927.383251 [0003]  kworker/u10:3-f[86]                 2.517      0.003      0.005 
    1927.383257 [0003]  <idle>                              0.005      0.000      0.005 
    1927.383274 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.016 
    1927.383286 [0003]  kworker/u8:2-ex[12901]              2.533      0.010      0.012 
    1927.384709 [0002]  <idle>                              0.082      0.000     12.435 
    1927.384784 [0003]  <idle>                              0.029      0.000      1.498 
    1927.384803 [0003]  kworker/u10:3-f[86]                 1.510      0.004      0.018 
    1927.384831 [0003]  snapd[1108/773]                     0.000      0.115      0.028 
    1927.384833 [0002]  kworker/u11:1-e[4223]               0.000      0.009      0.123 
    1927.384855 [0002]  kworker/2:1-eve[8022]             959.899      0.138      0.022 
    1927.384878 [0002]  kworker/2:3-mm_[617]                0.000      0.009      0.022 
    1927.384889 [0002]  kworker/2:1-eve[8022]               0.022      0.000      0.011 
    1927.384925 [0002]  kworker/u8:2-ex[12901]              1.603      0.048      0.035 
    1927.385331 [0003]  kworker/u10:3-f[86]                 0.028      0.000      0.500 
    1927.385830 [0002]  <idle>                              0.215      0.000      0.904 
    1927.385836 [0002]  kworker/2:1-eve[8022]               0.940      0.005      0.005 
    1927.387820 [0003]  <idle>                              0.546      0.000      2.488 
    1927.387827 [0003]  kworker/u10:3-f[86]                 2.488      0.006      0.006 
    1927.387832 [0003]  <idle>                              0.006      0.000      0.005 
    1927.387844 [0002]  <idle>                              0.005      0.000      2.008 
    1927.387861 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.028 
    1927.387864 [0002]  kworker/u8:2-ex[12901]              2.919      0.004      0.019 
    1927.393190 [0003]  <idle>                              0.028      0.000      5.329 
    1927.393196 [0003]  kworker/u10:3-f[86]                 5.329      0.004      0.006 
    1927.393201 [0003]  <idle>                              0.006      0.000      0.005 
    1927.393212 [0002]  <idle>                              0.019      0.000      5.348 
    1927.393227 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.025 
    1927.393241 [0002]  kworker/u8:2-ex[12901]              5.348      0.004      0.028 
    1927.398225 [0001]  <idle>                              0.005      0.000     27.297 
    1927.398232 [0001]  kubelet[1871/1862]                 37.050      0.003      0.007 
    1927.398974 [0001]  <idle>                              0.007      0.000      0.741 
    1927.398979 [0001]  kubelet[1863/1862]                 28.046      0.003      0.004 
    1927.399284 [0001]  <idle>                              0.004      0.000      0.304 
    1927.399293 [0001]  kubelet[1871/1862]                  1.051      0.003      0.009 
    1927.399300 [0001]  kubelet[1875/1862]                 38.133      0.003      0.007 
    1927.399349 [0001]  kubelet[1871/1862]                  0.007      0.000      0.048 
    1927.399469 [0003]  <idle>                              0.025      0.000      6.242 
    1927.399476 [0003]  kworker/u10:3-f[86]                 6.242      0.003      0.006 
    1927.399481 [0003]  <idle>                              0.006      0.000      0.004 
    1927.399504 [0003]  kworker/u10:3-f[86]                 0.004      0.003      0.023 
    1927.405749 [0003]  <idle>                              0.023      0.000      6.245 
    1927.405755 [0003]  kworker/u10:3-f[86]                 6.245      0.004      0.006 
    1927.405762 [0003]  <idle>                              0.006      0.000      0.006 
    1927.405784 [0003]  kworker/u10:3-f[86]                 0.006      0.004      0.022 
    1927.409033 [0001]  <idle>                              0.065      0.000      9.683 
    1927.409038 [0001]  kubelet[1863/1862]                 10.054      0.004      0.004 
    1927.412030 [0003]  <idle>                              0.022      0.000      6.245 
    1927.412036 [0003]  kworker/u10:3-f[86]                 6.245      0.003      0.006 
    1927.412041 [0003]  <idle>                              0.006      0.000      0.005 
    1927.412064 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.418310 [0003]  <idle>                              0.022      0.000      6.245 
    1927.418316 [0003]  kworker/u10:3-f[86]                 6.245      0.003      0.005 
    1927.418321 [0003]  <idle>                              0.005      0.000      0.005 
    1927.418343 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.021 
    1927.425414 [0003]  <idle>                              0.021      0.000      7.071 
    1927.425420 [0003]  kworker/u10:3-f[86]                 7.071      0.003      0.005 
    1927.425425 [0003]  <idle>                              0.005      0.000      0.005 
    1927.425448 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.023 
    1927.431693 [0003]  <idle>                              0.023      0.000      6.244 
    1927.431699 [0003]  kworker/u10:3-f[86]                 6.244      0.003      0.005 
    1927.431705 [0003]  <idle>                              0.005      0.000      0.005 
    1927.432335 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.630 
    1927.438270 [0003]  <idle>                              0.630      0.000      5.934 
    1927.438276 [0003]  kworker/u10:3-f[86]                 5.934      0.004      0.005 
    1927.438281 [0003]  <idle>                              0.005      0.000      0.005 
    1927.438297 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.015 
    1927.439988 [0003]  <idle>                              0.015      0.000      1.691 
    1927.439994 [0003]  kworker/u10:3-f[86]                 1.691      0.003      0.005 
    1927.440000 [0003]  <idle>                              0.005      0.000      0.005 
    1927.440011 [0002]  <idle>                              0.028      0.000     46.769 
    1927.440026 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.026 
    1927.440149 [0002]  kworker/u8:2-ex[12901]             46.769      0.004      0.137 
    1927.443533 [0003]  <idle>                              0.026      0.000      3.506 
    1927.443539 [0003]  kworker/u10:3-f[86]                 3.506      0.004      0.006 
    1927.443544 [0003]  <idle>                              0.006      0.000      0.005 
    1927.443554 [0002]  <idle>                              0.137      0.000      3.405 
    1927.443569 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.024 
    1927.443573 [0002]  kworker/u8:2-ex[12901]              3.405      0.004      0.018 
    1927.448693 [0002]  <idle>                              0.018      0.000      5.119 
    1927.448706 [0002]  kworker/2:1-eve[8022]              62.857      0.006      0.013 
    1927.448808 [0002]  <idle>                              0.013      0.000      0.101 
    1927.448820 [0002]  kworker/2:1-eve[8022]               0.101      0.002      0.011 
    1927.448921 [0002]  <idle>                              0.011      0.000      0.101 
    1927.448931 [0002]  kworker/2:1-eve[8022]               0.101      0.002      0.009 
    1927.449911 [0003]  <idle>                              0.024      0.000      6.341 
    1927.449916 [0003]  kworker/u10:3-f[86]                 6.341      0.003      0.005 
    1927.449922 [0003]  <idle>                              0.005      0.000      0.005 
    1927.449944 [0003]  kworker/u10:3-f[86]                 0.005      0.003      0.022 
    1927.450790 [0001]  <idle>                              0.004      0.000     41.752 
    1927.450850 [0001]  gmain[1263/1240]                    0.000      0.006      0.059 
