           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
    2090.417923 [0000]  <idle>                              0.003      0.000      0.071 
    2090.417928 [0000]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2090.417999 [0000]  <idle>                              0.004      0.000      0.071 
    2090.418003 [0000]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2090.418067 [0000]  <idle>                              0.003      0.000      0.064 
    2090.418078 [0002]  <idle>                              0.089      0.000     61.095 
    2090.418087 [0002]  kubelet[1871/1862]                 61.095      0.005      0.009 
    2090.418110 [0000]  kubelet[1877/1862]                  1.055      0.006      0.043 
    2090.418117 [0000]  kubelet[1863/1862]                  0.107      0.047      0.007 
    2090.430138 [0002]  <idle>                              0.009      0.000     12.050 
    2090.430144 [0002]  kubelet[1871/1862]                 12.050      0.003      0.006 
    2090.430603 [0000]  <idle>                              0.050      0.000     12.486 
    2090.430608 [0000]  kubelet[1863/1862]                 12.486      0.004      0.004 
    2090.430680 [0000]  <idle>                              0.004      0.000      0.072 
    2090.430685 [0000]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2090.430756 [0000]  <idle>                              0.004      0.000      0.071 
    2090.430760 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.430832 [0000]  <idle>                              0.003      0.000      0.071 
    2090.430836 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.430908 [0000]  <idle>                              0.003      0.000      0.071 
    2090.430912 [0000]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2090.430984 [0000]  <idle>                              0.004      0.000      0.071 
    2090.430988 [0000]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2090.431060 [0000]  <idle>                              0.004      0.000      0.071 
    2090.431064 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.431136 [0000]  <idle>                              0.003      0.000      0.071 
    2090.431140 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.431196 [0002]  <idle>                              0.006      0.000      1.052 
    2090.431204 [0000]  <idle>                              0.003      0.000      0.064 
    2090.431216 [0000]  kubelet[1877/1862]                 13.094      0.003      0.011 
    2090.431227 [0001]  <idle>                              0.059      0.000     61.669 
    2090.431231 [0000]  kubelet[1863/1862]                  0.076      0.007      0.015 
    2090.431238 [0001]  kubelet[1866/1862]                 74.247      0.006      0.011 
    2090.431248 [0002]  kubelet[1871/1862]                  1.052      0.003      0.052 
    2090.431301 [0000]  <idle>                              0.026      0.000      0.070 
    2090.431306 [0000]  kubelet[1863/1862]                  0.070      0.003      0.004 
    2090.469657 [0001]  <idle>                              0.011      0.000     38.418 
    2090.469689 [0001]  gnome-shell[1240]                 100.098      0.005      0.032 
    2090.477402 [0003]  <idle>                              0.008      0.000    472.500 
    2090.477422 [0003]  perf[15135/15133]                1001.006      0.008      0.019 
    2090.517305 [0000]  <idle>                              0.004      0.000     85.999 
    2090.517311 [0000]  kubelet[1877/1862]                 86.089      0.003      0.006 
    2090.518158 [0000]  <idle>                              0.006      0.000      0.846 
    2090.518162 [0000]  kubelet[1863/1862]                 86.852      0.003      0.004 
    2090.518234 [0000]  <idle>                              0.004      0.000      0.072 
    2090.518239 [0000]  kubelet[1863/1862]                  0.072      0.002      0.004 
    2090.518310 [0000]  <idle>                              0.004      0.000      0.071 
    2090.518314 [0000]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2090.518366 [0000]  <idle>                              0.003      0.000      0.051 
    2090.518376 [0002]  <idle>                              0.052      0.000     87.127 
    2090.518384 [0002]  kubelet[1871/1862]                 87.127      0.005      0.008 
    2090.518395 [0000]  kubelet[1877/1862]                  1.054      0.005      0.029 
    2090.518401 [0000]  kubelet[1863/1862]                  0.081      0.033      0.005 
    2090.530435 [0002]  <idle>                              0.008      0.000     12.051 
    2090.530442 [0002]  kubelet[1871/1862]                 12.051      0.003      0.006 
    2090.531298 [0000]  <idle>                              0.035      0.000     12.896 
    2090.531303 [0000]  kubelet[1863/1862]                 12.896      0.003      0.004 
    2090.531375 [0000]  <idle>                              0.004      0.000      0.071 
    2090.531379 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.531451 [0000]  <idle>                              0.003      0.000      0.072 
    2090.531455 [0000]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2090.531494 [0002]  <idle>                              0.006      0.000      1.052 
    2090.531502 [0000]  <idle>                              0.004      0.000      0.046 
    2090.531508 [0000]  kubelet[1877/1862]                 13.106      0.003      0.006 
    2090.531525 [0002]  kubelet[1871/1862]                  1.052      0.003      0.030 
    2090.531527 [0000]  <idle>                              0.006      0.000      0.018 
    2090.531531 [0000]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2090.569789 [0001]  <idle>                              0.032      0.000    100.100 
    2090.569813 [0001]  gnome-shell[1240]                 100.100      0.005      0.024 
    2090.595598 [0001]  <idle>                              0.024      0.000     25.785 
    2090.595608 [0001]  containerd[1044/1006]             266.192      0.004      0.009 
    2090.595678 [0000]  <idle>                              0.004      0.000     64.146 
    2090.595680 [0001]  <idle>                              0.009      0.000      0.071 
    2090.595684 [0001]  containerd[1044/1006]               0.071      0.004      0.004 
    2090.595693 [0000]  containerd[1101/1006]             266.269      0.003      0.015 
    2090.595702 [0000]  containerd[1126/1006]             266.293      0.005      0.009 
    2090.595721 [0000]  containerd[1101/1006]               0.009      0.000      0.018 
    2090.595756 [0001]  <idle>                              0.004      0.000      0.071 
    2090.595761 [0001]  containerd[1044/1006]               0.071      0.003      0.004 
    2090.609232 [0000]  <idle>                              0.043      0.000     13.511 
    2090.609376 [0000]  :15063[15063]                       0.000      0.000      0.143 
    2090.609377 [0002]  <idle>                              0.030      0.000     77.852 
    2090.609495 [0001]  <idle>                              0.004      0.000     13.733 
    2090.609548 [0000]  <idle>                              0.143      0.000      0.171 
    2090.609566 [0001]  containerd-shim[3078/3070]          0.000      0.006      0.071 
    2090.609582 [0001]  containerd-shim[3071/3070]          0.000      0.044      0.016 
    2090.609602 [0001]  containerd[1044/1006]              13.821      0.015      0.019 
    2090.609635 [0001]  containerd[1101/1006]              13.880      0.018      0.033 
    2090.609645 [0001]  containerd[1127/1006]             330.023      0.024      0.009 
    2090.609645 [0000]  containerd[1126/1006]              13.845      0.006      0.097 
    2090.609649 [0003]  <idle>                              0.019      0.000    132.227 
    2090.609660 [0001]  <idle>                              0.149      0.000      0.014 
    2090.609674 [0001]  containerd-shim[3071/3070]          0.077      0.008      0.014 
    2090.609686 [0001]  containerd[1044/1006]               0.072      0.019      0.012 
    2090.609742 [0002]  bash[3182]                          0.000      0.009      0.365 
    2090.610337 [0003]  sleep[15138]                        0.000      0.006      0.688 
    2090.612896 [0000]  <idle>                              0.097      0.000      3.250 
    2090.612903 [0000]  rcu_preempt[17]                   524.004      0.005      0.007 
    2090.617597 [0000]  <idle>                              0.007      0.000      4.693 
    2090.617614 [0000]  kubelet[1877/1862]                 86.088      0.003      0.017 
    2090.618448 [0000]  <idle>                              0.017      0.000      0.833 
    2090.618454 [0000]  kubelet[1863/1862]                 86.916      0.004      0.006 
    2090.618525 [0000]  <idle>                              0.006      0.000      0.071 
    2090.618530 [0000]  kubelet[1863/1862]                  0.071      0.002      0.004 
    2090.618601 [0000]  <idle>                              0.004      0.000      0.071 
    2090.618605 [0000]  kubelet[1863/1862]                  0.071      0.002      0.003 
    2090.618664 [0000]  <idle>                              0.003      0.000      0.059 
    2090.618677 [0002]  <idle>                              0.365      0.000      8.935 
    2090.618695 [0002]  kubelet[1871/1862]                 87.152      0.006      0.017 
    2090.618719 [0000]  kubelet[1877/1862]                  1.050      0.004      0.054 
    2090.618727 [0000]  kubelet[1863/1862]                  0.114      0.057      0.007 
    2090.624883 [0000]  <idle>                              0.062      0.000      6.155 
    2090.624888 [0000]  rcu_preempt[17]                    11.979      0.002      0.005 
    2090.630743 [0002]  <idle>                              0.017      0.000     12.047 
    2090.630750 [0002]  kubelet[1871/1862]                 12.047      0.004      0.007 
    2090.631576 [0000]  <idle>                              0.005      0.000      6.688 
    2090.631581 [0000]  kubelet[1863/1862]                 12.849      0.004      0.005 
    2090.631653 [0000]  <idle>                              0.005      0.000      0.071 
    2090.631658 [0000]  kubelet[1863/1862]                  0.071      0.003      0.004 
    2090.631730 [0000]  <idle>                              0.004      0.000      0.072 
    2090.631733 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.631801 [0002]  <idle>                              0.007      0.000      1.051 
    2090.631806 [0000]  <idle>                              0.003      0.000      0.072 
    2090.631809 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.631813 [0000]  <idle>                              0.003      0.000      0.003 
    2090.631820 [0000]  kubelet[1877/1862]                 13.094      0.006      0.007 
    2090.631844 [0002]  kubelet[1871/1862]                  1.051      0.002      0.043 
    2090.631882 [0000]  <idle>                              0.007      0.000      0.061 
    2090.631886 [0000]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2090.632885 [0000]  <idle>                              0.004      0.000      0.998 
    2090.632889 [0000]  rcu_preempt[17]                     7.996      0.004      0.003 
    2090.640886 [0000]  <idle>                              0.003      0.000      7.997 
    2090.640890 [0000]  rcu_preempt[17]                     7.997      0.005      0.003 
    2090.669917 [0001]  <idle>                              0.026      0.000     60.230 
    2090.669974 [0001]  gnome-shell[1240]                 100.103      0.005      0.057 
    2090.680888 [0002]  <idle>                              0.043      0.000     49.043 
    2090.680902 [0002]  kworker/2:1-eve[8022]             415.761      0.006      0.013 
    2090.680907 [0002]  <idle>                              0.013      0.000      0.004 
    2090.680910 [0002]  kworker/2:1-eve[8022]               0.004      0.002      0.002 
    2090.681884 [0002]  <idle>                              0.002      0.000      0.973 
    2090.681889 [0002]  kworker/2:1-eve[8022]               0.973      0.004      0.005 
    2090.699892 [0000]  <idle>                              0.003      0.000     59.002 
    2090.699899 [0000]  kubelet[1877/1862]                 68.071      0.004      0.006 
    2090.700760 [0000]  <idle>                              0.006      0.000      0.861 
    2090.700764 [0000]  kubelet[1863/1862]                 68.873      0.003      0.004 
    2090.700836 [0000]  <idle>                              0.004      0.000      0.071 
    2090.700840 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.700915 [0000]  <idle>                              0.003      0.000      0.074 
    2090.700919 [0000]  kubelet[1863/1862]                  0.074      0.005      0.004 
    2090.700930 [0002]  <idle>                              0.005      0.000     19.040 
    2090.700939 [0002]  kubelet[1871/1862]                 69.085      0.004      0.009 
    2090.700939 [0000]  kubelet[1877/1862]                  1.020      0.007      0.020 
    2090.700991 [0000]  <idle>                              0.024      0.000      0.051 
    2090.700995 [0000]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2090.712894 [0003]  <idle>                              0.688      0.000    102.556 
    2090.712994 [0003]  kworker/u12:0-f[4352]               0.000      0.008      0.100 
    2090.713003 [0003]  kworker/u12:4-e[2061]               0.000      0.096      0.009 
    2090.714750 [0003]  <idle>                              0.109      0.000      1.746 
    2090.714758 [0003]  kworker/u12:0-f[4352]               1.756      0.005      0.007 
    2090.714763 [0003]  <idle>                              0.007      0.000      0.005 
    2090.714777 [0003]  kworker/u12:0-f[4352]               0.005      0.003      0.013 
    2090.715509 [0003]  <idle>                              0.013      0.000      0.731 
    2090.715515 [0003]  kworker/u12:0-f[4352]               0.731      0.003      0.006 
    2090.715520 [0003]  <idle>                              0.006      0.000      0.005 
    2090.715529 [0003]  kworker/u12:0-f[4352]               0.005      0.003      0.009 
    2090.716660 [0003]  <idle>                              0.009      0.000      1.131 
    2090.716666 [0003]  kworker/u12:0-f[4352]               1.131      0.004      0.006 
    2090.716671 [0003]  <idle>                              0.006      0.000      0.005 
    2090.716681 [0003]  kworker/u12:0-f[4352]               0.005      0.003      0.009 
    2090.717399 [0003]  <idle>                              0.009      0.000      0.717 
    2090.717405 [0003]  kworker/u12:0-f[4352]               0.717      0.003      0.005 
    2090.717410 [0003]  <idle>                              0.005      0.000      0.005 
    2090.717419 [0003]  kworker/u12:0-f[4352]               0.005      0.003      0.008 
    2090.717989 [0000]  <idle>                              0.004      0.000     16.993 
    2090.717995 [0000]  kubelet[1877/1862]                 17.049      0.003      0.006 
    2090.718155 [0003]  <idle>                              0.008      0.000      0.735 
    2090.718161 [0003]  kworker/u12:0-f[4352]               0.735      0.003      0.006 
    2090.718166 [0003]  <idle>                              0.006      0.000      0.005 
    2090.718174 [0003]  kworker/u12:0-f[4352]               0.005      0.003      0.008 
    2090.718766 [0000]  <idle>                              0.006      0.000      0.770 
    2090.718770 [0000]  kubelet[1863/1862]                 17.770      0.003      0.004 
    2090.718801 [0003]  <idle>                              0.008      0.000      0.626 
    2090.718806 [0003]  kworker/u12:0-f[4352]               0.626      0.003      0.005 
    2090.718812 [0003]  <idle>                              0.005      0.000      0.005 
    2090.718820 [0003]  kworker/u12:0-f[4352]               0.005      0.003      0.008 
    2090.718842 [0000]  <idle>                              0.004      0.000      0.071 
    2090.718846 [0000]  kubelet[1863/1862]                  0.071      0.002      0.004 
    2090.718918 [0000]  <idle>                              0.004      0.000      0.071 
    2090.718922 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.718994 [0000]  <idle>                              0.003      0.000      0.071 
    2090.718997 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.719049 [0000]  <idle>                              0.003      0.000      0.051 
    2090.719059 [0002]  <idle>                              0.009      0.000     18.120 
    2090.719068 [0002]  kubelet[1871/1862]                 18.120      0.004      0.008 
    2090.719081 [0000]  kubelet[1877/1862]                  1.053      0.005      0.032 
    2090.719088 [0000]  kubelet[1863/1862]                  0.083      0.035      0.006 
    2090.719442 [0000]  <idle>                              0.039      0.000      0.354 
    2090.719452 [0000]  kworker/0:1H-kb[5557]               0.000      0.003      0.009 
    2090.719458 [0000]  <idle>                              0.009      0.000      0.005 
    2090.719470 [0000]  kworker/0:1H-kb[5557]               0.005      0.002      0.012 
    2090.723119 [0002]  <idle>                              0.008      0.000      4.050 
    2090.723125 [0002]  kubelet[1871/1862]                  4.050      0.003      0.006 
    2090.723209 [0000]  <idle>                              0.012      0.000      3.739 
    2090.723214 [0000]  kubelet[1863/1862]                  4.121      0.003      0.004 
    2090.723286 [0000]  <idle>                              0.004      0.000      0.072 
    2090.723290 [0000]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2090.723363 [0000]  <idle>                              0.004      0.000      0.072 
    2090.723367 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.723439 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723443 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.723515 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723518 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.723591 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723594 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.723666 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723671 [0000]  kubelet[1863/1862]                  0.072      0.003      0.004 
    2090.723742 [0000]  <idle>                              0.004      0.000      0.071 
    2090.723746 [0000]  kubelet[1863/1862]                  0.071      0.003      0.003 
    2090.723819 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723822 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.723895 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723899 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.723971 [0000]  <idle>                              0.003      0.000      0.072 
    2090.723975 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.724047 [0000]  <idle>                              0.003      0.000      0.072 
    2090.724051 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.724123 [0000]  <idle>                              0.003      0.000      0.072 
    2090.724127 [0000]  kubelet[1863/1862]                  0.072      0.003      0.003 
    2090.724177 [0002]  <idle>                              0.006      0.000      1.051 
    2090.724187 [0000]  <idle>                              0.003      0.000      0.060 
    2090.724192 [0002]  kubelet[1871/1862]                  1.051      0.003      0.015 
    2090.724198 [0002]  <idle>                              0.015      0.000      0.006 
    2090.724200 [0000]  kubelet[1877/1862]                  5.105      0.003      0.012 
    2090.724208 [0002]  kubelet[1871/1862]                  0.006      0.004      0.009 
    2090.724219 [0000]  <idle>                              0.012      0.000      0.019 
    2090.724224 [0000]  kubelet[1863/1862]                  0.092      0.003      0.004 
    2090.730261 [0002]  <idle>                              0.009      0.000      6.053 
    2090.730267 [0002]  kubelet[1871/1862]                  6.053      0.003      0.005 
    2090.730946 [0000]  <idle>                              0.004      0.000      6.722 
    2090.730951 [0000]  kubelet[1863/1862]                  6.722      0.003      0.004 
    2090.731083 [0000]  <idle>                              0.004      0.000      0.132 
    2090.731087 [0000]  kubelet[1863/1862]                  0.132      0.003      0.004 
    2090.731299 [0000]  <idle>                              0.004      0.000      0.211 
    2090.731303 [0000]  kubelet[1863/1862]                  0.211      0.003      0.003 
    2090.731319 [0002]  <idle>                              0.005      0.000      1.052 
    2090.731328 [0000]  <idle>                              0.003      0.000      0.025 
    2090.731335 [0000]  kubelet[1877/1862]                  7.128      0.003      0.006 
    2090.731675 [0000]  <idle>                              0.006      0.000      0.340 
    2090.731689 [0000]  kubelet[1863/1862]                  0.372      0.003      0.013 
    2090.731690 [0001]  <idle>                              0.057      0.000     61.715 
    2090.731705 [0001]  kubelet[1866/1862]                300.451      0.008      0.014 
    2090.731736 [0000]  <idle>                              0.013      0.000      0.047 
    2090.731744 [0000]  kubelet[1877/1862]                  0.401      0.004      0.008 
    2090.731800 [0000]  <idle>                              0.008      0.000      0.055 
    2090.731807 [0000]  kubelet[1877/1862]                  0.055      0.004      0.007 
    2090.732196 [0001]  <idle>                              0.014      0.000      0.491 
    2090.732202 [0001]  kubelet[1866/1862]                  0.491      0.006      0.005 
    2090.732228 [0002]  kubelet[1871/1862]                  1.052      0.003      0.908 
    2090.732381 [0000]  <idle>                              0.007      0.000      0.573 
    2090.732386 [0000]  kubelet[1863/1862]                  0.691      0.003      0.004 
    2090.732859 [0000]  <idle>                              0.004      0.000      0.473 
    2090.732866 [0000]  kubelet[1877/1862]                  1.052      0.003      0.006 
    2090.732892 [0000]  <idle>                              0.006      0.000      0.026 
    2090.732897 [0000]  rcu_preempt[17]                    92.002      0.004      0.004 
    2090.740888 [0000]  <idle>                              0.004      0.000      7.991 
    2090.740892 [0000]  rcu_preempt[17]                     7.991      0.006      0.004 
    2090.756958 [0001]  <idle>                              0.005      0.000     24.756 
    2090.756975 [0001]  flanneld[2170/2158]               996.546      0.007      0.017 
    2090.757525 [0003]  <idle>                              0.008      0.000     38.704 
    2090.757556 [0002]  <idle>                              0.908      0.000     25.328 
    2090.757584 [0002]  flanneld[2339/2158]                 0.000      0.010      0.027 
    2090.757649 [0002]  <idle>                              0.027      0.000      0.065 
    2090.757658 [0002]  flanneld[2339/2158]                 0.065      0.006      0.008 
    2090.757737 [0001]  <idle>                              0.017      0.000      0.761 
    2090.757738 [0003]  flanneld[2172/2158]              1004.010      0.007      0.212 
    2090.757866 [0003]  <idle>                              0.212      0.000      0.128 
    2090.757926 [0003]  flanneld[2172/2158]                 0.128      0.009      0.060 
    2090.757990 [0003]  flanneld[2305/2158]                 0.000      0.026      0.064 
    2090.758007 [0003]  flanneld[2171/2158]                 0.000      0.053      0.016 
    2090.759237 [0002]  <idle>                              0.008      0.000      1.578 
    2090.759253 [0003]  <idle>                              0.140      0.000      1.245 
    2090.759256 [0001]  :15139[15139]                       0.000      0.000      1.519 
    2090.759277 [0002]  flanneld[2339/2158]                 1.578      0.009      0.040 
    2090.759338 [0002]  <idle>                              0.040      0.000      0.060 
    2090.759345 [0002]  flanneld[2339/2158]                 0.060      0.004      0.007 
    2090.759408 [0000]  <idle>                              0.004      0.000     18.516 
    2090.759408 [0003]  flanneld[2172/2158]                 1.326      0.007      0.155 
    2090.759521 [0003]  <idle>                              0.155      0.000      0.113 
    2090.759558 [0003]  flanneld[2172/2158]                 0.113      0.006      0.036 
    2090.759604 [0003]  flanneld[2171/2158]                 1.551      0.016      0.045 
    2090.759616 [0003]  flanneld[2305/2158]                 1.613      0.036      0.012 
    2090.760760 [0002]  <idle>                              0.007      0.000      1.415 
    2090.760774 [0003]  <idle>                              0.094      0.000      1.158 
    2090.760778 [0000]  :15140[15140]                       0.000      0.000      1.369 
    2090.760785 [0002]  flanneld[2339/2158]                 1.415      0.007      0.025 
    2090.760846 [0002]  <idle>                              0.025      0.000      0.060 
    2090.760852 [0002]  flanneld[2339/2158]                 0.060      0.004      0.006 
    2090.760908 [0000]  <idle>                              1.369      0.000      0.130 
    2090.760915 [0000]  rcu_preempt[17]                    20.015      0.008      0.007 
    2090.760931 [0003]  flanneld[2172/2158]                 1.216      0.007      0.157 
    2090.760932 [0001]  <idle>                              1.519      0.000      1.675 
    2090.761036 [0003]  <idle>                              0.157      0.000      0.104 
    2090.761076 [0003]  flanneld[2172/2158]                 0.104      0.006      0.040 
    2090.761091 [0003]  flanneld[2305/2158]                 1.460      0.016      0.015 
    2090.761099 [0003]  flanneld[2171/2158]                 1.487      0.005      0.007 
    2090.761141 [0003]  flanneld[2305/2158]                 0.007      0.000      0.041 
    2090.762187 [0002]  <idle>                              0.006      0.000      1.335 
    2090.762198 [0003]  <idle>                              0.104      0.000      1.057 
    2090.762200 [0001]  :15141[15141]                       0.000      0.000      1.268 
    2090.762212 [0002]  flanneld[2339/2158]                 1.335      0.009      0.024 
    2090.762273 [0002]  <idle>                              0.024      0.000      0.060 
    2090.762279 [0002]  flanneld[2339/2158]                 0.060      0.004      0.006 
    2090.762331 [0000]  <idle>                              0.007      0.000      1.415 
    2090.762332 [0003]  flanneld[2172/2158]                 1.121      0.007      0.133 
    2090.762432 [0003]  <idle>                              0.133      0.000      0.099 
    2090.762464 [0003]  flanneld[2172/2158]                 0.099      0.005      0.032 
    2090.762475 [0003]  flanneld[2305/2158]                 1.323      0.014      0.010 
    2090.762485 [0003]  flanneld[2171/2158]                 1.376      0.005      0.010 
    2090.762516 [0003]  flanneld[2305/2158]                 0.010      0.000      0.030 
    2090.763524 [0002]  <idle>                              0.006      0.000      1.245 
    2090.763537 [0003]  <idle>                              0.083      0.000      1.021 
    2090.763540 [0000]  :15142[15142]                       0.000      0.000      1.209 
    2090.763546 [0002]  flanneld[2339/2158]                 1.245      0.007      0.021 
    2090.763602 [0002]  <idle>                              0.021      0.000      0.056 
    2090.763609 [0002]  flanneld[2339/2158]                 0.056      0.004      0.006 
    2090.763665 [0002]  <idle>                              0.006      0.000      0.056 
    2090.763666 [0003]  flanneld[2172/2158]                 1.072      0.006      0.129 
    2090.763764 [0003]  <idle>                              0.129      0.000      0.097 
    2090.763798 [0003]  flanneld[2172/2158]                 0.097      0.005      0.034 
    2090.763838 [0003]  flanneld[2305/2158]                 1.282      0.015      0.039 
    2090.763852 [0003]  flanneld[2171/2158]                 1.352      0.033      0.014 
    2090.764955 [0003]  <idle>                              0.088      0.000      1.102 
    2090.764956 [0002]  :15143[15143]                       0.000      0.000      1.290 
    2090.765005 [0003]  flanneld[2172/2158]                 1.157      0.005      0.049 
    2090.765009 [0003]  <idle>                              0.049      0.000      0.004 
    2090.765017 [0003]  flanneld[2171/2158]                 1.156      0.005      0.007 
    2090.765070 [0003]  <idle>                              0.007      0.000      0.053 
    2090.765078 [0003]  flanneld[2172/2158]                 0.064      0.004      0.007 
    2090.765136 [0003]  <idle>                              0.007      0.000      0.057 
    2090.765139 [0002]  flanneld[2339/2158]                 1.347      0.024      0.182 
    2090.765235 [0002]  <idle>                              1.473      0.000      0.095 
    2090.765278 [0002]  flanneld[2339/2158]                 0.095      0.006      0.043 
    2090.766370 [0002]  <idle>                              0.043      0.000      1.091 
    2090.766370 [0003]  :15144[15144]                       0.000      0.000      1.234 
    2090.766420 [0002]  flanneld[2339/2158]                 1.091      0.006      0.050 
    2090.766442 [0002]  flanneld[2172/2158]                 1.342      0.075      0.021 
    2090.766452 [0002]  flanneld[2305/2158]                 2.604      0.052      0.009 
    2090.766463 [0003]  flanneld[2171/2158]                 1.353      1.114      0.093 
    2090.767029 [0001]  <idle>                              1.268      0.000      4.828 
    2090.767049 [0001]  flanneld[2170/2158]                10.053      0.007      0.020 
    2090.770073 [0001]  <idle>                              0.020      0.000      3.023 
    2090.770171 [0001]  gnome-shell[1240]                 100.098      0.006      0.098 
    2090.772895 [0000]  <idle>                              1.209      0.000      9.354 
    2090.772906 [0000]  rcu_preempt[17]                    11.979      0.011      0.010 
    2090.776901 [0003]  <idle>                              1.327      0.000     10.437 
    2090.776917 [0003]  ksoftirqd/3[32]                     0.000      0.003      0.016 
    2090.776929 [0003]  kworker/3:1-eve[13530]            772.015      0.033      0.011 
    2090.780924 [0001]  <idle>                              0.098      0.000     10.752 
    2090.780935 [0001]  kworker/1:2-eve[13974]            452.026      0.004      0.010 
    2090.784883 [0000]  <idle>                              0.010      0.000     11.977 
    2090.784887 [0000]  rcu_preempt[17]                    11.977      0.002      0.004 
    2090.788892 [0000]  <idle>                              0.004      0.000      4.005 
    2090.788928 [0000]  ksoftirqd/0[16]                     0.000      0.003      0.035 
    2090.788937 [0000]  kworker/0:1-eve[10]               844.014      0.006      0.008 
    2090.788942 [0000]  rcu_preempt[17]                     4.049      0.053      0.005 
    2090.792908 [0001]  <idle>                              0.010      0.000     11.973 
    2090.792913 [0001]  kworker/1:2-eve[13974]             11.973      0.002      0.004 
    2090.796887 [0000]  <idle>                              0.049      0.000      7.945 
    2090.796891 [0000]  rcu_preempt[17]                     7.945      0.005      0.003 
    2090.804886 [0000]  <idle>                              0.003      0.000      7.994 
    2090.804889 [0000]  rcu_preempt[17]                     7.994      0.005      0.003 
    2090.818956 [0000]  <idle>                              0.003      0.000     14.067 
    2090.818988 [0000]  kubelet[1877/1862]                 86.090      0.004      0.031 
    2090.819134 [0000]  <idle>                              0.031      0.000      0.146 
    2090.819144 [0000]  kubelet[1863/1862]                 86.748      0.005      0.009 
    2090.820035 [0000]  <idle>                              0.009      0.000      0.891 
    2090.820055 [0002]  <idle>                              0.081      0.000     53.603 
    2090.820080 [0002]  kubelet[1871/1862]                 87.826      0.006      0.024 
    2090.820135 [0001]  <idle>                              0.004      0.000     27.221 
    2090.820153 [0001]  kubelet[1866/1862]                 87.932      0.006      0.018 
    2090.820906 [0002]  <idle>                              0.024      0.000      0.826 
    2090.820913 [0002]  kubelet[1863/1862]                  1.762      0.432      0.006 
    2090.821129 [0002]  <idle>                              0.006      0.000      0.216 
    2090.821136 [0002]  kubelet[1871/1862]                  1.049      0.004      0.006 
    2090.821632 [0001]  <idle>                              0.018      0.000      1.479 
    2090.821639 [0001]  kubelet[1866/1862]                  1.479      0.006      0.006 
    2090.821696 [0001]  <idle>                              0.006      0.000      0.057 
    2090.821702 [0000]  kubelet[1877/1862]                  1.047      0.003      1.666 
    2090.821737 [0002]  <idle>                              0.006      0.000      0.601 
    2090.821756 [0002]  kubelet[1871/1862]                  0.601      0.004      0.018 
    2090.821775 [0002]  containerd[1044/1006]             212.069      0.035      0.018 
    2090.821843 [0002]  <idle>                              0.037      0.000      0.068 
    2090.821856 [0002]  containerd[1044/1006]               0.068      0.005      0.013 
    2090.821885 [0000]  <idle>                              1.666      0.000      0.183 
    2090.821919 [0002]  containerd[1127/1006]             212.211      0.066      0.062 
    2090.821931 [0002]  containerd[1048/1006]             542.462      0.015      0.012 
    2090.821940 [0000]  containerd[1126/1006]             212.239      0.011      0.054 
    2090.821950 [0002]  kubelet[1871/1862]                  0.174      0.009      0.019 
    2090.821959 [0002]  containerd[1044/1006]               0.094      0.028      0.009 
    2090.821969 [0002]  containerd[1127/1006]               0.040      0.015      0.009 
    2090.822015 [0002]  kubelet[1871/1862]                  0.018      0.000      0.046 
